epoch,lr-AdamW,step,train/acc,train/acc_s0_1,train/acc_s1_2,train/acc_s2_4,train/acc_s3_8,train/acc_s4_16,train/acc_s5_32,train/loss_epoch,train/loss_s0_1_epoch,train/loss_s0_1_step,train/loss_s1_2_epoch,train/loss_s1_2_step,train/loss_s2_4_epoch,train/loss_s2_4_step,train/loss_s3_8_epoch,train/loss_s3_8_step,train/loss_s4_16_epoch,train/loss_s4_16_step,train/loss_s5_32_epoch,train/loss_s5_32_step,train/loss_step,val/acc,val/acc_s0_1,val/acc_s1_2,val/acc_s2_4,val/acc_s3_8,val/acc_s4_16,val/acc_s5_32,val/loss,val/loss_s0_1,val/loss_s1_2,val/loss_s2_4,val/loss_s3_8,val/loss_s4_16,val/loss_s5_32
,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,0.33197021484375,,0.19999313354492188,,0.4210939407348633,,0.8562673330307007,,0.950357973575592,,1.093611717224121,1.0445572137832642,,,,,,,,,,,,,,
0,,19,,,,,,,,,,0.2427978515625,,0.19349288940429688,,0.46030282974243164,,0.8548905849456787,,0.9407885074615479,,1.0988545417785645,1.0470062494277954,,,,,,,,,,,,,,
0,,29,,,,,,,,,,0.182037353515625,,0.11310958862304688,,0.35072195529937744,,0.7959817051887512,,0.851481556892395,,1.0374575853347778,0.9798715710639954,,,,,,,,,,,,,,
0,,39,,,,,,,,,,0.13735198974609375,,0.051923274993896484,,0.3220865726470947,,0.5993256568908691,,0.6809898614883423,,0.9439762234687805,0.8680002689361572,,,,,,,,,,,,,,
0,,49,,,,,,,,,,0.11418914794921875,,0.026540279388427734,,0.3765941560268402,,0.4616071581840515,,0.5924860835075378,,0.8363683223724365,0.7647665143013,,,,,,,,,,,,,,
0,,59,,,,,,,,,,0.06838607788085938,,0.017415285110473633,,0.31064584851264954,,0.44814160466194153,,0.5720306634902954,,0.7063934803009033,0.6619606018066406,,,,,,,,,,,,,,
0,,69,,,,,,,,,,0.059173583984375,,0.01956486701965332,,0.3813880980014801,,0.4240620732307434,,0.5654831528663635,,0.6714239120483398,0.6341988444328308,,,,,,,,,,,,,,
0,,79,,,,,,,,,,0.04524421691894531,,0.015261292457580566,,0.35654008388519287,,0.42565879225730896,,0.5373915433883667,,0.6286624670028687,0.596612274646759,,,,,,,,,,,,,,
0,,89,,,,,,,,,,0.03664970397949219,,0.01052236557006836,,0.2949337959289551,,0.42898714542388916,,0.522356390953064,,0.6259638071060181,0.5911816954612732,,,,,,,,,,,,,,
