epoch,lr-AdamW,step,train/acc,train/acc_s0_1,train/acc_s1_2,train/acc_s2_4,train/acc_s3_8,train/acc_s4_16,train/loss_epoch,train/loss_s0_1_epoch,train/loss_s0_1_step,train/loss_s1_2_epoch,train/loss_s1_2_step,train/loss_s2_4_epoch,train/loss_s2_4_step,train/loss_s3_8_epoch,train/loss_s3_8_step,train/loss_s4_16_epoch,train/loss_s4_16_step,train/loss_step
9,,9,,,,,,,,,0.3105410933494568,,0.3182944655418396,,0.6939226388931274,,1.4327611923217773,,2.0142548084259033,1.8182768821716309
9,,9,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.8182768821716309,0.3105410933494568,,0.3182944655418396,,0.6939226388931274,,1.4327611923217773,,2.0142548084259033,,
,0.001,10,,,,,,,,,,,,,,,,,,
10,,10,,,,,,,,,0.3194718062877655,,0.32463571429252625,,0.6908736824989319,,1.4171314239501953,,1.9980697631835938,1.8031502962112427
10,,10,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.8031502962112427,0.3194718062877655,,0.32463571429252625,,0.6908736824989319,,1.4171314239501953,,1.9980697631835938,,
,0.001,11,,,,,,,,,,,,,,,,,,
11,,11,,,,,,,,,0.2729395627975464,,0.2709851861000061,,0.6463937163352966,,1.391677737236023,,1.9785881042480469,1.7808947563171387
11,,11,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.7808947563171387,0.2729395627975464,,0.2709851861000061,,0.6463937163352966,,1.391677737236023,,1.9785881042480469,,
,0.001,12,,,,,,,,,,,,,,,,,,
12,,12,,,,,,,,,0.2263614982366562,,0.2187434732913971,,0.6069860458374023,,1.3764137029647827,,1.9697058200836182,1.7687631845474243
12,,12,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.7687631845474243,0.2263614982366562,,0.2187434732913971,,0.6069860458374023,,1.3764137029647827,,1.9697058200836182,,
,0.001,13,,,,,,,,,,,,,,,,,,
13,,13,,,,,,,,,0.20970991253852844,,0.19813480973243713,,0.5894646644592285,,1.3658790588378906,,1.9568488597869873,1.7560211420059204
13,,13,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.7560211420059204,0.20970991253852844,,0.19813480973243713,,0.5894646644592285,,1.3658790588378906,,1.9568488597869873,,
,0.001,14,,,,,,,,,,,,,,,,,,
14,,14,,,,,,,,,0.2191796749830246,,0.20269954204559326,,0.586559534072876,,1.3506810665130615,,1.9316920042037964,1.7342278957366943
14,,14,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.7342278957366943,0.2191796749830246,,0.20269954204559326,,0.586559534072876,,1.3506810665130615,,1.9316920042037964,,
,0.001,15,,,,,,,,,,,,,,,,,,
15,,15,,,,,,,,,0.2253890335559845,,0.20164461433887482,,0.5801689028739929,,1.3309943675994873,,1.913070559501648,1.716259241104126
15,,15,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.716259241104126,0.2253890335559845,,0.20164461433887482,,0.5801689028739929,,1.3309943675994873,,1.913070559501648,,
,0.001,16,,,,,,,,,,,,,,,,,,
16,,16,,,,,,,,,0.18721605837345123,,0.1598861664533615,,0.5544254779815674,,1.3167392015457153,,1.8476099967956543,1.662630558013916
16,,16,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.662630558013916,0.18721605837345123,,0.1598861664533615,,0.5544254779815674,,1.3167392015457153,,1.8476099967956543,,
,0.001,17,,,,,,,,,,,,,,,,,,
17,,17,,,,,,,,,0.1413811296224594,,0.11685887724161148,,0.5368337035179138,,1.3075125217437744,,1.725374460220337,1.567668080329895
17,,17,0.7289223074913025,1.0,1.0,0.923828125,0.78955078125,0.6962890625,1.567668080329895,0.1413811296224594,,0.11685887724161148,,0.5368337035179138,,1.3075125217437744,,1.725374460220337,,
,0.001,18,,,,,,,,,,,,,,,,,,
18,,18,,,,,,,,,0.12084842473268509,,0.10074658691883087,,0.5299115180969238,,1.218833088874817,,12.587515830993652,9.7050199508667
18,,18,0.22919721901416779,1.0,1.0,0.923828125,0.78955078125,0.0306396484375,9.7050199508667,0.12084842473268509,,0.10074658691883087,,0.5299115180969238,,1.218833088874817,,12.587515830993652,,
,0.001,19,,,,,,,,,,,,,,,,,,
19,,19,,,,,,,,,0.1061672568321228,,0.08961835503578186,,0.529164731502533,,1.1818163394927979,,4.160433292388916,3.3713736534118652
19,,19,0.6043804883956909,1.0,1.0,0.923828125,0.78955078125,0.5303955078125,3.3713736534118652,0.1061672568321228,,0.08961835503578186,,0.529164731502533,,1.1818163394927979,,4.160433292388916,,
,0.001,20,,,,,,,,,,,,,,,,,,
20,,20,,,,,,,,,0.09319959580898285,,0.07883010804653168,,0.5329204797744751,,1.2021825313568115,,1.896069049835205,1.6752744913101196
20,,20,0.7355205416679382,1.0,1.0,0.923828125,0.78955078125,0.705078125,1.6752744913101196,0.09319959580898285,,0.07883010804653168,,0.5329204797744751,,1.2021825313568115,,1.896069049835205,,
,0.001,21,,,,,,,,,,,,,,,,,,
21,,21,,,,,,,,,0.10060293227434158,,0.08509550988674164,,0.53254634141922,,1.173119306564331,,2.0520451068878174,1.7869939804077148
21,,21,0.7302969098091125,1.0,1.0,0.923828125,0.78955078125,0.6981201171875,1.7869939804077148,0.10060293227434158,,0.08509550988674164,,0.53254634141922,,1.173119306564331,,2.0520451068878174,,
,0.001,22,,,,,,,,,,,,,,,,,,
22,,22,,,,,,,,,0.1296715885400772,,0.10927852243185043,,0.5310981273651123,,1.1426512002944946,,1.9461820125579834,1.7021015882492065
22,,22,0.7311217188835144,1.0,1.0,0.923828125,0.794921875,0.6978759765625,1.7021015882492065,0.1296715885400772,,0.10927852243185043,,0.5310981273651123,,1.1426512002944946,,1.9461820125579834,,
,0.001,23,,,,,,,,,,,,,,,,,,
23,,23,,,,,,,,,0.20039375126361847,,0.16584457457065582,,0.5391987562179565,,1.2587350606918335,,1.665178656578064,1.514181137084961
23,,23,0.7392778396606445,1.0,1.0,0.923828125,0.8037109375,0.70654296875,1.514181137084961,0.20039375126361847,,0.16584457457065582,,0.5391987562179565,,1.2587350606918335,,1.665178656578064,,
,0.001,24,,,,,,,,,,,,,,,,,,
24,,24,,,,,,,,,0.2586645781993866,,0.19416165351867676,,0.5490384101867676,,1.1729387044906616,,1.687486171722412,1.5157902240753174
24,,24,0.728280782699585,1.0,1.0,0.923828125,0.79638671875,0.6937255859375,1.5157902240753174,0.2586645781993866,,0.19416165351867676,,0.5490384101867676,,1.1729387044906616,,1.687486171722412,,
,0.001,25,,,,,,,,,,,,,,,,,,
25,,25,,,,,,,,,0.24548037350177765,,0.17653721570968628,,0.5480743646621704,,1.1120953559875488,,1.784576654434204,1.5769692659378052
25,,25,0.7237903475761414,1.0,1.0,0.923828125,0.78955078125,0.689453125,1.5769692659378052,0.24548037350177765,,0.17653721570968628,,0.5480743646621704,,1.1120953559875488,,1.784576654434204,,
,0.001,26,,,,,,,,,,,,,,,,,,
26,,26,,,,,,,,,0.19696412980556488,,0.14490927755832672,,0.5436825156211853,,1.1694034337997437,,1.6794196367263794,1.5080609321594238
26,,26,0.7398276925086975,1.0,1.0,0.923828125,0.78955078125,0.7108154296875,1.5080609321594238,0.19696412980556488,,0.14490927755832672,,0.5436825156211853,,1.1694034337997437,,1.6794196367263794,,
,0.001,27,,,,,,,,,,,,,,,,,,
27,,27,,,,,,,,,0.14542199671268463,,0.11295107007026672,,0.5411233305931091,,1.2565879821777344,,1.5597705841064453,1.4339532852172852
27,,27,0.7484420537948608,1.0,1.0,0.923828125,0.78955078125,0.7222900390625,1.4339532852172852,0.14542199671268463,,0.11295107007026672,,0.5411233305931091,,1.2565879821777344,,1.5597705841064453,,
,0.001,28,,,,,,,,,,,,,,,,,,
28,,28,,,,,,,,,0.11349769681692123,,0.09194420278072357,,0.5406893491744995,,1.2905545234680176,,1.5641090869903564,1.4432249069213867
28,,28,0.7322214245796204,1.0,1.0,0.923828125,0.78955078125,0.70068359375,1.4432249069213867,0.11349769681692123,,0.09194420278072357,,0.5406893491744995,,1.2905545234680176,,1.5641090869903564,,
,0.001,29,,,,,,,,,,,,,,,,,,
29,,29,,,,,,,,,0.10807673633098602,,0.08832000195980072,,0.5375267863273621,,1.2301088571548462,,1.5350710153579712,1.4098737239837646
29,,29,0.7346957325935364,1.0,1.0,0.923828125,0.78955078125,0.7039794921875,1.4098737239837646,0.10807673633098602,,0.08832000195980072,,0.5375267863273621,,1.2301088571548462,,1.5350710153579712,,
,0.001,30,,,,,,,,,,,,,,,,,,
30,,30,,,,,,,,,0.12397194653749466,,0.10019433498382568,,0.5278435945510864,,1.0420488119125366,,1.451246738433838,1.3113799095153809
30,,30,0.7490835785865784,1.0,1.0,0.923828125,0.78955078125,0.72314453125,1.3113799095153809,0.12397194653749466,,0.10019433498382568,,0.5278435945510864,,1.0420488119125366,,1.451246738433838,,
,0.001,31,,,,,,,,,,,,,,,,,,
31,,31,,,,,,,,,0.1658492386341095,,0.1379672884941101,,0.5153636932373047,,0.9644393920898438,,1.4300718307495117,1.2808974981307983
31,,31,0.7514662742614746,1.0,1.0,0.923828125,0.8134765625,0.7203369140625,1.2808974981307983,0.1658492386341095,,0.1379672884941101,,0.5153636932373047,,0.9644393920898438,,1.4300718307495117,,
,0.001,32,,,,,,,,,,,,,,,,,,
32,,32,,,,,,,,,0.17493270337581635,,0.1635473668575287,,0.517839789390564,,1.1703526973724365,,1.395275354385376,1.2938640117645264
32,,32,0.7596224546432495,1.0,1.0,0.923828125,0.791015625,0.73681640625,1.2938640117645264,0.17493270337581635,,0.1635473668575287,,0.517839789390564,,1.1703526973724365,,1.395275354385376,,
,0.001,33,,,,,,,,,,,,,,,,,,
33,,33,,,,,,,,,0.12076443433761597,,0.11651511490345001,,0.49198952317237854,,0.9886118173599243,,1.2696785926818848,1.1635410785675049
33,,33,0.7748350501060486,1.0,1.0,0.923828125,0.8046875,0.753662109375,1.1635410785675049,0.12076443433761597,,0.11651511490345001,,0.49198952317237854,,0.9886118173599243,,1.2696785926818848,,
,0.001,34,,,,,,,,,,,,,,,,,,
34,,34,,,,,,,,,0.07393001019954681,,0.07265281677246094,,0.4905134439468384,,0.8178730010986328,,1.2055944204330444,1.0826650857925415
34,,34,0.7816165685653687,1.0,1.0,0.923828125,0.82470703125,0.7576904296875,1.0826650857925415,0.07393001019954681,,0.07265281677246094,,0.4905134439468384,,0.8178730010986328,,1.2055944204330444,,
,0.001,35,,,,,,,,,,,,,,,,,,
35,,35,,,,,,,,,0.0616188645362854,,0.06435667723417282,,0.4882417321205139,,0.8078392744064331,,1.178532600402832,1.0602257251739502
35,,35,0.7799670100212097,1.0,1.0,0.923828125,0.8212890625,0.75634765625,1.0602257251739502,0.0616188645362854,,0.06435667723417282,,0.4882417321205139,,0.8078392744064331,,1.178532600402832,,
,0.001,36,,,,,,,,,,,,,,,,,,
36,,36,,,,,,,,,0.06492283940315247,,0.07418875396251678,,0.46238067746162415,,0.7920352220535278,,1.0906062126159668,0.9901618957519531
36,,36,0.7882148027420044,1.0,1.0,0.923828125,0.822265625,0.76708984375,0.9901618957519531,0.06492283940315247,,0.07418875396251678,,0.46238067746162415,,0.7920352220535278,,1.0906062126159668,,
,0.001,37,,,,,,,,,,,,,,,,,,
37,,37,,,,,,,,,0.06894566118717194,,0.08548784255981445,,0.445245623588562,,0.7650977373123169,,1.0934860706329346,0.986608624458313
37,,37,0.7910557389259338,1.0,1.0,0.923828125,0.826171875,0.7698974609375,0.986608624458313,0.06894566118717194,,0.08548784255981445,,0.445245623588562,,0.7650977373123169,,1.0934860706329346,,
,0.001,38,,,,,,,,,,,,,,,,,,
38,,38,,,,,,,,,0.05916702002286911,,0.07102969288825989,,0.41714590787887573,,0.7509493827819824,,1.0292565822601318,0.9342171549797058
38,,38,0.7941715717315674,1.0,1.0,0.923828125,0.82861328125,0.7734375,0.9342171549797058,0.05916702002286911,,0.07102969288825989,,0.41714590787887573,,0.7509493827819824,,1.0292565822601318,,
,0.001,39,,,,,,,,,,,,,,,,,,
39,,39,,,,,,,,,0.048929981887340546,,0.0559094175696373,,0.39460575580596924,,0.7352412939071655,,0.9948431849479675,0.9041687846183777
39,,39,0.7929801940917969,1.0,1.0,0.923828125,0.83544921875,0.7701416015625,0.9041687846183777,0.048929981887340546,,0.0559094175696373,,0.39460575580596924,,0.7352412939071655,,0.9948431849479675,,
,0.001,40,,,,,,,,,,,,,,,,,,
40,,40,,,,,,,,,0.04330167546868324,,0.047979943454265594,,0.3819466829299927,,0.7122529149055481,,0.9678434133529663,0.8788810968399048
40,,40,0.7936217188835144,1.0,1.0,0.923828125,0.837890625,0.7703857421875,0.8788810968399048,0.04330167546868324,,0.047979943454265594,,0.3819466829299927,,0.7122529149055481,,0.9678434133529663,,
,0.001,41,,,,,,,,,,,,,,,,,,
41,,41,,,,,,,,,0.04163404181599617,,0.04488033428788185,,0.3780026137828827,,0.6916227340698242,,0.9350606203079224,0.8501717448234558
41,,41,0.7998533844947815,1.0,1.0,0.921875,0.83740234375,0.7789306640625,0.8501717448234558,0.04163404181599617,,0.04488033428788185,,0.3780026137828827,,0.6916227340698242,,0.9350606203079224,,
,0.001,42,,,,,,,,,,,,,,,,,,
42,,42,,,,,,,,,0.039786990731954575,,0.04116892069578171,,0.3808380365371704,,0.6759710907936096,,0.9160391092300415,0.8330382108688354
42,,42,0.7982038259506226,1.0,1.0,0.921875,0.83740234375,0.7767333984375,0.8330382108688354,0.039786990731954575,,0.04116892069578171,,0.3808380365371704,,0.6759710907936096,,0.9160391092300415,,
,0.001,43,,,,,,,,,,,,,,,,,,
43,,43,,,,,,,,,0.03513112664222717,,0.034729428589344025,,0.37057065963745117,,0.6596307754516602,,0.8832545280456543,0.8047879934310913
43,,43,0.8025109767913818,1.0,1.0,0.921875,0.83544921875,0.782958984375,0.8047879934310913,0.03513112664222717,,0.034729428589344025,,0.37057065963745117,,0.6596307754516602,,0.8832545280456543,,
,0.001,44,,,,,,,,,,,,,,,,,,
44,,44,,,,,,,,,0.030151288956403732,,0.029033228754997253,,0.3618919551372528,,0.6453679203987122,,0.8631108999252319,0.7865000367164612
44,,44,0.7987536787986755,1.0,1.0,0.921875,0.83544921875,0.7779541015625,0.7865000367164612,0.030151288956403732,,0.029033228754997253,,0.3618919551372528,,0.6453679203987122,,0.8631108999252319,,
,0.001,45,,,,,,,,,,,,,,,,,,
45,,45,,,,,,,,,0.026904642581939697,,0.025755474343895912,,0.35668468475341797,,0.6350557804107666,,0.8396220803260803,0.766638457775116
45,,45,0.8043438196182251,1.0,1.0,0.921875,0.83544921875,0.785400390625,0.766638457775116,0.026904642581939697,,0.025755474343895912,,0.35668468475341797,,0.6350557804107666,,0.8396220803260803,,
,0.001,46,,,,,,,,,,,,,,,,,,
46,,46,,,,,,,,,0.02515977993607521,,0.024099871516227722,,0.348891943693161,,0.6277831792831421,,0.8145664930343628,0.7460732460021973
46,,46,0.808192789554596,1.0,1.0,0.921875,0.833984375,0.7908935546875,0.7460732460021973,0.02515977993607521,,0.024099871516227722,,0.348891943693161,,0.6277831792831421,,0.8145664930343628,,
,0.001,47,,,,,,,,,,,,,,,,,,
47,,47,,,,,,,,,0.023235896602272987,,0.021962080150842667,,0.3406948447227478,,0.6136962175369263,,0.7950069904327393,0.7283300757408142
47,,47,0.8091092109680176,1.0,1.0,0.923828125,0.8330078125,0.792236328125,0.7283300757408142,0.023235896602272987,,0.021962080150842667,,0.3406948447227478,,0.6136962175369263,,0.7950069904327393,,
,0.001,48,,,,,,,,,,,,,,,,,,
48,,48,,,,,,,,,0.02089371345937252,,0.01916799135506153,,0.33605846762657166,,0.5998796820640564,,0.7707127332687378,0.7072412371635437
48,,48,0.8153409361839294,1.0,1.0,0.923828125,0.8369140625,0.799560546875,0.7072412371635437,0.02089371345937252,,0.01916799135506153,,0.33605846762657166,,0.5998796820640564,,0.7707127332687378,,
,0.001,49,,,,,,,,,,,,,,,,,,
49,,49,,,,,,,,,0.019823294132947922,,0.017754964530467987,,0.3269523084163666,,0.5924628376960754,,0.7507477402687073,0.6904138326644897
49,,49,0.8234970569610596,1.0,1.0,0.923828125,0.8359375,0.8106689453125,0.6904138326644897,0.019823294132947922,,0.017754964530467987,,0.3269523084163666,,0.5924628376960754,,0.7507477402687073,,
,0.001,50,,,,,,,,,,,,,,,,,,
50,,50,,,,,,,,,0.019733885303139687,,0.017463283613324165,,0.3282533884048462,,0.5810750722885132,,0.7310218811035156,0.6735250353813171
50,,50,0.825788140296936,1.0,1.0,0.921875,0.8359375,0.8138427734375,0.6735250353813171,0.019733885303139687,,0.017463283613324165,,0.3282533884048462,,0.5810750722885132,,0.7310218811035156,,
,0.001,51,,,,,,,,,,,,,,,,,,
51,,51,,,,,,,,,0.018408173695206642,,0.016269546002149582,,0.3234284520149231,,0.5721980333328247,,0.7093932628631592,0.6553773880004883
51,,51,0.8290872573852539,1.0,1.0,0.921875,0.8359375,0.8182373046875,0.6553773880004883,0.018408173695206642,,0.016269546002149582,,0.3234284520149231,,0.5721980333328247,,0.7093932628631592,,
,0.001,52,,,,,,,,,,,,,,,,,,
52,,52,,,,,,,,,0.016680767759680748,,0.01487786415964365,,0.3100084066390991,,0.5646722316741943,,0.6941754817962646,0.6418893933296204
52,,52,0.8333027958869934,1.0,1.0,0.923828125,0.8369140625,0.823486328125,0.6418893933296204,0.016680767759680748,,0.01487786415964365,,0.3100084066390991,,0.5646722316741943,,0.6941754817962646,,
,0.001,53,,,,,,,,,,,,,,,,,,
53,,53,,,,,,,,,0.016067897900938988,,0.014516592025756836,,0.3032117187976837,,0.5592389106750488,,0.674680233001709,0.6259089708328247
53,,53,0.8349523544311523,1.0,1.0,0.923828125,0.83935546875,0.8250732421875,0.6259089708328247,0.016067897900938988,,0.014516592025756836,,0.3032117187976837,,0.5592389106750488,,0.674680233001709,,
,0.001,54,,,,,,,,,,,,,,,,,,
54,,54,,,,,,,,,0.015727292746305466,,0.014373681508004665,,0.2969796061515808,,0.5528234243392944,,0.659424901008606,0.6129571199417114
54,,54,0.837793231010437,1.0,1.0,0.921875,0.841796875,0.828369140625,0.6129571199417114,0.015727292746305466,,0.014373681508004665,,0.2969796061515808,,0.5528234243392944,,0.659424901008606,,
,0.001,55,,,,,,,,,,,,,,,,,,
55,,55,,,,,,,,,0.014942036010324955,,0.013664067722856998,,0.2917499542236328,,0.5454714894294739,,0.6422134637832642,0.5984000563621521
55,,55,0.8436583280563354,1.0,1.0,0.923828125,0.8427734375,0.8358154296875,0.5984000563621521,0.014942036010324955,,0.013664067722856998,,0.2917499542236328,,0.5454714894294739,,0.6422134637832642,,
,0.001,56,,,,,,,,,,,,,,,,,,
56,,56,,,,,,,,,0.014685275964438915,,0.01317817997187376,,0.2849705219268799,,0.5389520525932312,,0.6261776685714722,0.5848132967948914
56,,56,0.8447580933570862,1.0,1.0,0.923828125,0.84228515625,0.83740234375,0.5848132967948914,0.014685275964438915,,0.01317817997187376,,0.2849705219268799,,0.5389520525932312,,0.6261776685714722,,
,0.001,57,,,,,,,,,,,,,,,,,,
57,,57,,,,,,,,,0.0147604551166296,,0.012893427163362503,,0.2826213836669922,,0.5310021042823792,,0.6128848791122437,0.5732285976409912
57,,57,0.8434750437736511,1.0,1.0,0.923828125,0.84619140625,0.834716796875,0.5732285976409912,0.0147604551166296,,0.012893427163362503,,0.2826213836669922,,0.5310021042823792,,0.6128848791122437,,
,0.001,58,,,,,,,,,,,,,,,,,,
58,,58,,,,,,,,,0.013971381820738316,,0.011996307410299778,,0.28125035762786865,,0.5233246088027954,,0.5965794920921326,0.55946946144104
58,,58,0.8494318127632141,1.0,1.0,0.923828125,0.84716796875,0.8424072265625,0.55946946144104,0.013971381820738316,,0.011996307410299778,,0.28125035762786865,,0.5233246088027954,,0.5965794920921326,,
,0.001,59,,,,,,,,,,,,,,,,,,
59,,59,,,,,,,,,0.01304379291832447,,0.011156324297189713,,0.2782353162765503,,0.5146502256393433,,0.5821356773376465,0.546843945980072
59,,59,0.8520894646644592,1.0,1.0,0.923828125,0.84814453125,0.845703125,0.546843945980072,0.01304379291832447,,0.011156324297189713,,0.2782353162765503,,0.5146502256393433,,0.5821356773376465,,
,0.001,60,,,,,,,,,,,,,,,,,,
60,,60,,,,,,,,,0.012255954556167126,,0.010567792691290379,,0.2735687792301178,,0.5068755745887756,,0.5690485835075378,0.535331666469574
60,,60,0.851081371307373,1.0,1.0,0.923828125,0.84033203125,0.8463134765625,0.535331666469574,0.012255954556167126,,0.010567792691290379,,0.2735687792301178,,0.5068755745887756,,0.5690485835075378,,
,0.001,61,,,,,,,,,,,,,,,,,,
61,,61,,,,,,,,,0.01073160395026207,,0.009338907897472382,,0.26890087127685547,,0.4973200559616089,,0.5523923635482788,0.520796000957489
61,,61,0.8644611239433289,1.0,1.0,0.923828125,0.84375,0.86328125,0.520796000957489,0.01073160395026207,,0.009338907897472382,,0.26890087127685547,,0.4973200559616089,,0.5523923635482788,,
,0.001,62,,,,,,,,,,,,,,,,,,
62,,62,,,,,,,,,0.009811981581151485,,0.0086800716817379,,0.2625676691532135,,0.4887855052947998,,0.5359466075897217,0.5065402388572693
62,,62,0.8686766624450684,1.0,1.0,0.923828125,0.85498046875,0.8660888671875,0.5065402388572693,0.009811981581151485,,0.0086800716817379,,0.2625676691532135,,0.4887855052947998,,0.5359466075897217,,
,0.001,63,,,,,,,,,,,,,,,,,,
63,,63,,,,,,,,,0.008920933119952679,,0.00802299939095974,,0.26048538088798523,,0.48123469948768616,,0.5213348269462585,0.4940454959869385
63,,63,0.8726173043251038,1.0,1.0,0.921875,0.86083984375,0.8699951171875,0.4940454959869385,0.008920933119952679,,0.00802299939095974,,0.26048538088798523,,0.48123469948768616,,0.5213348269462585,,
,0.001,64,,,,,,,,,,,,,,,,,,
64,,64,,,,,,,,,0.007939920760691166,,0.0071428678929805756,,0.25944042205810547,,0.4716678857803345,,0.5070388317108154,0.4814552366733551
64,,64,0.8732587695121765,1.0,1.0,0.921875,0.859375,0.8712158203125,0.4814552366733551,0.007939920760691166,,0.0071428678929805756,,0.25944042205810547,,0.4716678857803345,,0.5070388317108154,,
,0.001,65,,,,,,,,,,,,,,,,,,
65,,65,,,,,,,,,0.0075515760108828545,,0.006783562712371349,,0.2600635886192322,,0.4620296359062195,,0.4926850199699402,0.4688943028450012
65,,65,0.8784824013710022,1.0,1.0,0.921875,0.8603515625,0.8779296875,0.4688943028450012,0.0075515760108828545,,0.006783562712371349,,0.2600635886192322,,0.4620296359062195,,0.4926850199699402,,
,0.001,66,,,,,,,,,,,,,,,,,,
66,,66,,,,,,,,,0.006945514120161533,,0.0060381460934877396,,0.25841063261032104,,0.4522690773010254,,0.47779935598373413,0.4557991921901703
66,,66,0.8792155385017395,1.0,1.0,0.923828125,0.86669921875,0.877197265625,0.4557991921901703,0.006945514120161533,,0.0060381460934877396,,0.25841063261032104,,0.4522690773010254,,0.47779935598373413,,
,0.001,67,,,,,,,,,,,,,,,,,,
67,,67,,,,,,,,,0.006874007638543844,,0.005915194749832153,,0.25259822607040405,,0.4445038139820099,,0.46397560834884644,0.4436894655227661
67,,67,0.8816899061203003,1.0,1.0,0.923828125,0.869140625,0.8798828125,0.4436894655227661,0.006874007638543844,,0.005915194749832153,,0.25259822607040405,,0.4445038139820099,,0.46397560834884644,,
,0.001,68,,,,,,,,,,,,,,,,,,
68,,68,,,,,,,,,0.006444623693823814,,0.00551194604486227,,0.2495507299900055,,0.4372093677520752,,0.44968652725219727,0.4314441382884979
68,,68,0.8832477927207947,1.0,1.0,0.923828125,0.87158203125,0.88134765625,0.4314441382884979,0.006444623693823814,,0.00551194604486227,,0.2495507299900055,,0.4372093677520752,,0.44968652725219727,,
