epoch,lr-AdamW,step,train/acc,train/acc_s0_1,train/acc_s1_2,train/acc_s2_4,train/acc_s3_8,train/acc_s4_16,train/loss_epoch,train/loss_s0_1_epoch,train/loss_s0_1_step,train/loss_s1_2_epoch,train/loss_s1_2_step,train/loss_s2_4_epoch,train/loss_s2_4_step,train/loss_s3_8_epoch,train/loss_s3_8_step,train/loss_s4_16_epoch,train/loss_s4_16_step,train/loss_step
,0.001,69,,,,,,,,,,,,,,,,,,
69,,69,,,,,,,,,0.0063419281505048275,,0.005591945722699165,,0.24902582168579102,,0.43111926317214966,,0.43600350618362427,0.42000484466552734
69,,69,0.8837976455688477,1.0,1.0,0.921875,0.87109375,0.88232421875,0.42000484466552734,0.0063419281505048275,,0.005591945722699165,,0.24902582168579102,,0.43111926317214966,,0.43600350618362427,,
,0.001,70,,,,,,,,,,,,,,,,,,
70,,70,,,,,,,,,0.005682267714291811,,0.0051476843655109406,,0.24582840502262115,,0.42639172077178955,,0.42398276925086975,0.4099360406398773
70,,70,0.8840726017951965,1.0,1.0,0.923828125,0.87255859375,0.8822021484375,0.4099360406398773,0.005682267714291811,,0.0051476843655109406,,0.24582840502262115,,0.42639172077178955,,0.42398276925086975,,
,0.001,71,,,,,,,,,,,,,,,,,,
71,,71,,,,,,,,,0.005589095875620842,,0.005412985570728779,,0.2477158010005951,,0.42055800557136536,,0.4177689552307129,0.4042676091194153
71,,71,0.8874633312225342,1.0,1.0,0.921875,0.87744140625,0.8856201171875,0.4042676091194153,0.005589095875620842,,0.005412985570728779,,0.2477158010005951,,0.42055800557136536,,0.4177689552307129,,
,0.001,72,,,,,,,,,,,,,,,,,,
72,,72,,,,,,,,,0.004785513039678335,,0.004493198823183775,,0.25148969888687134,,0.42217743396759033,,0.42038026452064514,0.4066958725452423
72,,72,0.8827896118164062,1.0,1.0,0.923828125,0.87060546875,0.8809814453125,0.4066958725452423,0.004785513039678335,,0.004493198823183775,,0.25148969888687134,,0.42217743396759033,,0.42038026452064514,,
,0.001,73,,,,,,,,,,,,,,,,,,
73,,73,,,,,,,,,0.005218930076807737,,0.005275369621813297,,0.2587915062904358,,0.41967999935150146,,0.4165171980857849,0.40368008613586426
73,,73,0.8862720131874084,1.0,1.0,0.921875,0.87255859375,0.88525390625,0.40368008613586426,0.005218930076807737,,0.005275369621813297,,0.2587915062904358,,0.41967999935150146,,0.4165171980857849,,
,0.001,74,,,,,,,,,,,,,,,,,,
74,,74,,,,,,,,,0.004363539628684521,,0.004087310284376144,,0.24427327513694763,,0.4086863398551941,,0.37974727153778076,0.37331467866897583
74,,74,0.8914039731025696,1.0,1.0,0.923828125,0.87451171875,0.8914794921875,0.37331467866897583,0.004363539628684521,,0.004087310284376144,,0.24427327513694763,,0.4086863398551941,,0.37974727153778076,,
,0.001,75,,,,,,,,,,,,,,,,,,
75,,75,,,,,,,,,0.003899471601471305,,0.003639625385403633,,0.2547670006752014,,0.40673160552978516,,0.3817441165447235,0.3749327063560486
75,,75,0.8897544145584106,1.0,1.0,0.923828125,0.87646484375,0.8887939453125,0.3749327063560486,0.003899471601471305,,0.003639625385403633,,0.2547670006752014,,0.40673160552978516,,0.3817441165447235,,
,0.001,76,,,,,,,,,,,,,,,,,,
76,,76,,,,,,,,,0.004078998696058989,,0.004114823415875435,,0.23976081609725952,,0.4034804701805115,,0.36439359188079834,0.3605988919734955
76,,76,0.8959860801696777,1.0,1.0,0.921875,0.87255859375,0.898193359375,0.3605988919734955,0.004078998696058989,,0.004114823415875435,,0.23976081609725952,,0.4034804701805115,,0.36439359188079834,,
,0.001,77,,,,,,,,,,,,,,,,,,
77,,77,,,,,,,,,0.0038330908864736557,,0.0039848447777330875,,0.24254518747329712,,0.3980471193790436,,0.34824323654174805,0.34758293628692627
77,,77,0.8982771039009094,1.0,1.0,0.921875,0.87744140625,0.9000244140625,0.34758293628692627,0.0038330908864736557,,0.0039848447777330875,,0.24254518747329712,,0.3980471193790436,,0.34824323654174805,,
,0.001,78,,,,,,,,,,,,,,,,,,
78,,78,,,,,,,,,0.0033040239941328764,,0.003381093731150031,,0.23967620730400085,,0.3957855701446533,,0.3465857207775116,0.34577086567878723
78,,78,0.8964442610740662,1.0,1.0,0.923828125,0.8798828125,0.8968505859375,0.34577086567878723,0.0033040239941328764,,0.003381093731150031,,0.23967620730400085,,0.3957855701446533,,0.3465857207775116,,
,0.001,79,,,,,,,,,,,,,,,,,,
79,,79,,,,,,,,,0.0032891719602048397,,0.003542826510965824,,0.23705926537513733,,0.3890385329723358,,0.32203131914138794,0.32594984769821167
79,,79,0.9031341671943665,1.0,1.0,0.921875,0.8740234375,0.9073486328125,0.32594984769821167,0.0032891719602048397,,0.003542826510965824,,0.23705926537513733,,0.3890385329723358,,0.32203131914138794,,
,0.001,80,,,,,,,,,,,,,,,,,,
80,,80,,,,,,,,,0.0033244602382183075,,0.003771644551306963,,0.2398187220096588,,0.3874707818031311,,0.3227663040161133,0.32633963227272034
80,,80,0.9034090638160706,1.0,1.0,0.921875,0.87548828125,0.9073486328125,0.32633963227272034,0.0033244602382183075,,0.003771644551306963,,0.2398187220096588,,0.3874707818031311,,0.3227663040161133,,
,0.001,81,,,,,,,,,,,,,,,,,,
81,,81,,,,,,,,,0.0028506380040198565,,0.0030972780659794807,,0.23801136016845703,,0.3826727867126465,,0.3035863935947418,0.3109460175037384
81,,81,0.9055168628692627,1.0,1.0,0.923828125,0.87939453125,0.9090576171875,0.3109460175037384,0.0028506380040198565,,0.0030972780659794807,,0.23801136016845703,,0.3826727867126465,,0.3035863935947418,,
,0.001,82,,,,,,,,,,,,,,,,,,
82,,82,,,,,,,,,0.002697521820664406,,0.0030029593035578728,,0.23586583137512207,,0.378377765417099,,0.2908977270126343,0.30051189661026
82,,82,0.907349705696106,1.0,1.0,0.923828125,0.87890625,0.91162109375,0.30051189661026,0.002697521820664406,,0.0030029593035578728,,0.23586583137512207,,0.378377765417099,,0.2908977270126343,,
,0.001,83,,,,,,,,,,,,,,,,,,
83,,83,,,,,,,,,0.0028140253853052855,,0.0033769954461604357,,0.2380257248878479,,0.377034455537796,,0.28714901208877563,0.29755157232284546
83,,83,0.9099156856536865,1.0,1.0,0.921875,0.8798828125,0.9149169921875,0.29755157232284546,0.0028140253853052855,,0.0033769954461604357,,0.2380257248878479,,0.377034455537796,,0.28714901208877563,,
,0.001,84,,,,,,,,,,,,,,,,,,
84,,84,,,,,,,,,0.002467565471306443,,0.0028511695563793182,,0.2317751944065094,,0.3733537793159485,,0.26819920539855957,0.2823340594768524
84,,84,0.9134897589683533,1.0,1.0,0.923828125,0.8740234375,0.9210205078125,0.2823340594768524,0.002467565471306443,,0.0028511695563793182,,0.2317751944065094,,0.3733537793159485,,0.26819920539855957,,
,0.001,85,,,,,,,,,,,,,,,,,,
85,,85,,,,,,,,,0.0022345830220729113,,0.002483732532709837,,0.23597022891044617,,0.36786675453186035,,0.2593153119087219,0.27482664585113525
85,,85,0.9150476455688477,1.0,1.0,0.923828125,0.87890625,0.921875,0.27482664585113525,0.0022345830220729113,,0.002483732532709837,,0.23597022891044617,,0.36786675453186035,,0.2593153119087219,,
,0.001,86,,,,,,,,,,,,,,,,,,
86,,86,,,,,,,,,0.0022607501596212387,,0.0026067406870424747,,0.23055291175842285,,0.36130064725875854,,0.2515481114387512,0.2675105333328247
86,,86,0.9172470569610596,1.0,1.0,0.921875,0.88037109375,0.924560546875,0.2675105333328247,0.0022607501596212387,,0.0026067406870424747,,0.23055291175842285,,0.36130064725875854,,0.2515481114387512,,
,0.001,87,,,,,,,,,,,,,,,,,,
87,,87,,,,,,,,,0.0020113016944378614,,0.0023762122727930546,,0.22998002171516418,,0.3599138855934143,,0.2412639558315277,0.25949928164482117
87,,87,0.9188050031661987,1.0,1.0,0.921875,0.87353515625,0.9283447265625,0.25949928164482117,0.0020113016944378614,,0.0023762122727930546,,0.22998002171516418,,0.3599138855934143,,0.2412639558315277,,
,0.001,88,,,,,,,,,,,,,,,,,,
88,,88,,,,,,,,,0.0018465149914845824,,0.0021464102901518345,,0.22846674919128418,,0.3515321612358093,,0.2256486713886261,0.2461290955543518
88,,88,0.9218291640281677,1.0,1.0,0.921875,0.87744140625,0.931396484375,0.2461290955543518,0.0018465149914845824,,0.0021464102901518345,,0.22846674919128418,,0.3515321612358093,,0.2256486713886261,,
,0.001,89,,,,,,,,,,,,,,,,,,
89,,89,,,,,,,,,0.0017655988922342658,,0.002046276116743684,,0.22730711102485657,,0.3477492928504944,,0.21967408061027527,0.24087795615196228
89,,89,0.923662006855011,1.0,1.0,0.923828125,0.8798828125,0.93310546875,0.24087795615196228,0.0017655988922342658,,0.002046276116743684,,0.22730711102485657,,0.3477492928504944,,0.21967408061027527,,
,0.001,90,,,,,,,,,,,,,,,,,,
90,,90,,,,,,,,,0.0015674459282308817,,0.0018030982464551926,,0.23151317238807678,,0.34570181369781494,,0.21314866840839386,0.2357887476682663
90,,90,0.9241202473640442,1.0,1.0,0.923828125,0.8759765625,0.9346923828125,0.2357887476682663,0.0015674459282308817,,0.0018030982464551926,,0.23151317238807678,,0.34570181369781494,,0.21314866840839386,,
,0.001,91,,,,,,,,,,,,,,,,,,
91,,91,,,,,,,,,0.001553520211018622,,0.0018060028087347746,,0.22718600928783417,,0.33709952235221863,,0.20144617557525635,0.22518576681613922
91,,91,0.9277859330177307,1.0,1.0,0.921875,0.8837890625,0.937744140625,0.22518576681613922,0.001553520211018622,,0.0018060028087347746,,0.22718600928783417,,0.33709952235221863,,0.20144617557525635,,
,0.001,92,,,,,,,,,,,,,,,,,,
92,,92,,,,,,,,,0.0013224674621596932,,0.0014825720572844148,,0.2260313779115677,,0.3314715623855591,,0.19525326788425446,0.2194216102361679
92,,92,0.9276026487350464,1.0,1.0,0.923828125,0.880859375,0.9381103515625,0.2194216102361679,0.0013224674621596932,,0.0014825720572844148,,0.2260313779115677,,0.3314715623855591,,0.19525326788425446,,
,0.001,93,,,,,,,,,,,,,,,,,,
93,,93,,,,,,,,,0.0013543728273361921,,0.0015686940168961883,,0.22934482991695404,,0.322513222694397,,0.1814701408147812,0.20754942297935486
93,,93,0.933192789554596,1.0,1.0,0.921875,0.8876953125,0.9439697265625,0.20754942297935486,0.0013543728273361921,,0.0015686940168961883,,0.22934482991695404,,0.322513222694397,,0.1814701408147812,,
,0.001,94,,,,,,,,,,,,,,,,,,
94,,94,,,,,,,,,0.0012211493449285626,,0.0013880589976906776,,0.2249259054660797,,0.3172840178012848,,0.17343205213546753,0.2003236711025238
94,,94,0.9358504414558411,1.0,1.0,0.923828125,0.8896484375,0.9468994140625,0.2003236711025238,0.0012211493449285626,,0.0013880589976906776,,0.2249259054660797,,0.3172840178012848,,0.17343205213546753,,
,0.001,95,,,,,,,,,,,,,,,,,,
95,,95,,,,,,,,,0.0010895751183852553,,0.001219009980559349,,0.22727999091148376,,0.3105611801147461,,0.1651363968849182,0.19294215738773346
95,,95,0.9360337257385254,1.0,1.0,0.923828125,0.890625,0.9468994140625,0.19294215738773346,0.0010895751183852553,,0.001219009980559349,,0.22727999091148376,,0.3105611801147461,,0.1651363968849182,,
,0.001,96,,,,,,,,,,,,,,,,,,
96,,96,,,,,,,,,0.0010850501712411642,,0.0012805287260562181,,0.23701077699661255,,0.30841314792633057,,0.1569584608078003,0.18685685098171234
96,,96,0.9396077990531921,1.0,1.0,0.921875,0.89453125,0.9508056640625,0.18685685098171234,0.0010850501712411642,,0.0012805287260562181,,0.23701077699661255,,0.30841314792633057,,0.1569584608078003,,
,0.001,97,,,,,,,,,,,,,,,,,,
97,,97,,,,,,,,,0.000894146622158587,,0.0010175069328397512,,0.23394981026649475,,0.31699085235595703,,0.15682098269462585,0.18821626901626587
97,,97,0.9364919066429138,1.0,1.0,0.923828125,0.88671875,0.948486328125,0.18821626901626587,0.000894146622158587,,0.0010175069328397512,,0.23394981026649475,,0.31699085235595703,,0.15682098269462585,,
,0.001,98,,,,,,,,,,,,,,,,,,
98,,98,,,,,,,,,0.0009968079393729568,,0.001151165459305048,,0.22496430575847626,,0.3115452527999878,,0.18491539359092712,0.2078658789396286
98,,98,0.9280608296394348,1.0,1.0,0.921875,0.888671875,0.9368896484375,0.2078658789396286,0.0009968079393729568,,0.001151165459305048,,0.22496430575847626,,0.3115452527999878,,0.18491539359092712,,
,0.001,99,,,,,,,,,,,,,,,,,,
99,,99,,,,,,,,,0.0008005275158211589,,0.0008971446077339351,,0.22403094172477722,,0.29351353645324707,,0.1430606245994568,0.17301252484321594
99,,99,0.9396994113922119,1.0,1.0,0.923828125,0.892578125,0.9512939453125,0.17301252484321594,0.0008005275158211589,,0.0008971446077339351,,0.22403094172477722,,0.29351353645324707,,0.1430606245994568,,
,0.001,100,,,,,,,,,,,,,,,,,,
100,,100,,,,,,,,,0.0008033862104639411,,0.0009465262992307544,,0.22084200382232666,,0.2890291213989258,,0.14238828420639038,0.17151708900928497
100,,100,0.9407991170883179,1.0,1.0,0.923828125,0.89208984375,0.952880859375,0.17151708900928497,0.0008033862104639411,,0.0009465262992307544,,0.22084200382232666,,0.2890291213989258,,0.14238828420639038,,
,0.001,101,,,,,,,,,,,,,,,,,,
101,,101,,,,,,,,,0.0008673481643199921,,0.0010619189124554396,,0.24046003818511963,,0.29306918382644653,,0.14514699578285217,0.17526842653751373
101,,101,0.9387829899787903,1.0,1.0,0.890625,0.89208984375,0.9522705078125,0.17526842653751373,0.0008673481643199921,,0.0010619189124554396,,0.24046003818511963,,0.29306918382644653,,0.14514699578285217,,
,0.001,102,,,,,,,,,,,,,,,,,,
102,,102,,,,,,,,,0.0006460248259827495,,0.0007107214187271893,,0.26647377014160156,,0.304439902305603,,0.1288887858390808,0.16641275584697723
102,,102,0.9420821070671082,1.0,1.0,0.923828125,0.88623046875,0.9560546875,0.16641275584697723,0.0006460248259827495,,0.0007107214187271893,,0.26647377014160156,,0.304439902305603,,0.1288887858390808,,
,0.001,103,,,,,,,,,,,,,,,,,,
103,,103,,,,,,,,,0.0006372089846991003,,0.0006787668098695576,,0.25095444917678833,,0.289056658744812,,0.12294099479913712,0.15833179652690887
103,,103,0.9456561803817749,1.0,1.0,0.923828125,0.89404296875,0.9588623046875,0.15833179652690887,0.0006372089846991003,,0.0006787668098695576,,0.25095444917678833,,0.289056658744812,,0.12294099479913712,,
,0.001,104,,,,,,,,,,,,,,,,,,
104,,104,,,,,,,,,0.0007135705673135817,,0.0008080783300101757,,0.24940460920333862,,0.3050850033760071,,0.11702021956443787,0.15682415664196014
104,,104,0.9458394646644592,1.0,1.0,0.921875,0.8857421875,0.9613037109375,0.15682415664196014,0.0007135705673135817,,0.0008080783300101757,,0.24940460920333862,,0.3050850033760071,,0.11702021956443787,,
,0.001,105,,,,,,,,,,,,,,,,,,
105,,105,,,,,,,,,0.0006217215559445322,,0.0007431955309584737,,0.2379186749458313,,0.285877525806427,,0.1087857186794281,0.14649735391139984
105,,105,0.9479472041130066,1.0,1.0,0.921875,0.8876953125,0.963623046875,0.14649735391139984,0.0006217215559445322,,0.0007431955309584737,,0.2379186749458313,,0.285877525806427,,0.1087857186794281,,
,0.001,106,,,,,,,,,,,,,,,,,,
106,,106,,,,,,,,,0.0005793085438199341,,0.0006892373785376549,,0.22013208270072937,,0.29372262954711914,,0.10599949955940247,0.14504273235797882
106,,106,0.9473057389259338,1.0,1.0,0.923828125,0.8857421875,0.963134765625,0.14504273235797882,0.0005793085438199341,,0.0006892373785376549,,0.22013208270072937,,0.29372262954711914,,0.10599949955940247,,
,0.001,107,,,,,,,,,,,,,,,,,,
107,,107,,,,,,,,,0.0006469779182225466,,0.0007821000181138515,,0.22781427204608917,,0.2794528901576996,,0.09942291676998138,0.13778901100158691
107,,107,0.9522544145584106,1.0,1.0,0.923828125,0.896484375,0.967041015625,0.13778901100158691,0.0006469779182225466,,0.0007821000181138515,,0.22781427204608917,,0.2794528901576996,,0.09942291676998138,,
,0.001,108,,,,,,,,,,,,,,,,,,
108,,108,,,,,,,,,0.0006590101984329522,,0.0008002287358976901,,0.22421275079250336,,0.2781056761741638,,0.0940060168504715,0.13330078125
108,,108,0.9523460268974304,1.0,1.0,0.923828125,0.89208984375,0.96826171875,0.13330078125,0.0006590101984329522,,0.0008002287358976901,,0.22421275079250336,,0.2781056761741638,,0.0940060168504715,,
,0.001,109,,,,,,,,,,,,,,,,,,
109,,109,,,,,,,,,0.0005752577562816441,,0.0006493309047073126,,0.22145822644233704,,0.27246150374412537,,0.09053848683834076,0.12950702011585236
109,,109,0.9541788697242737,1.0,1.0,0.923828125,0.89453125,0.9700927734375,0.12950702011585236,0.0005752577562816441,,0.0006493309047073126,,0.22145822644233704,,0.27246150374412537,,0.09053848683834076,,
,0.001,110,,,,,,,,,,,,,,,,,,
110,,110,,,,,,,,,0.0005409446312114596,,0.0005942376446910203,,0.22338831424713135,,0.2681804895401001,,0.08394835889339447,0.12384592741727829
110,,110,0.954912006855011,1.0,1.0,0.921875,0.89501953125,0.9710693359375,0.12384592741727829,0.0005409446312114596,,0.0005942376446910203,,0.22338831424713135,,0.2681804895401001,,0.08394835889339447,,
,0.001,111,,,,,,,,,,,,,,,,,,
111,,111,,,,,,,,,0.0005455912905745208,,0.0006287494325079024,,0.223444402217865,,0.26605772972106934,,0.07901471853256226,0.11974672228097916
111,,111,0.9584860801696777,1.0,1.0,0.921875,0.89501953125,0.975830078125,0.11974672228097916,0.0005455912905745208,,0.0006287494325079024,,0.223444402217865,,0.26605772972106934,,0.07901471853256226,,
,0.001,112,,,,,,,,,,,,,,,,,,
112,,112,,,,,,,,,0.0005199749139137566,,0.0006309188320301473,,0.21862360835075378,,0.2634645104408264,,0.07553386688232422,0.11642058938741684
112,,112,0.959769070148468,1.0,1.0,0.921875,0.90087890625,0.97607421875,0.11642058938741684,0.0005199749139137566,,0.0006309188320301473,,0.21862360835075378,,0.2634645104408264,,0.07553386688232422,,
,0.001,113,,,,,,,,,,,,,,,,,,
113,,113,,,,,,,,,0.000476246903417632,,0.0005651625106111169,,0.21936684846878052,,0.2606350779533386,,0.0678008496761322,0.1101180911064148
113,,113,0.962243378162384,1.0,1.0,0.923828125,0.90087890625,0.979248046875,0.1101180911064148,0.000476246903417632,,0.0005651625106111169,,0.21936684846878052,,0.2606350779533386,,0.0678008496761322,,
,0.001,114,,,,,,,,,,,,,,,,,,
114,,114,,,,,,,,,0.000427274004323408,,0.00048385479021817446,,0.22168856859207153,,0.25799527764320374,,0.064379021525383,0.10716160386800766
114,,114,0.963892936706543,1.0,1.0,0.923828125,0.90283203125,0.98095703125,0.10716160386800766,0.000427274004323408,,0.00048385479021817446,,0.22168856859207153,,0.25799527764320374,,0.064379021525383,,
,0.001,115,,,,,,,,,,,,,,,,,,
115,,115,,,,,,,,,0.00038961926475167274,,0.00043783560977317393,,0.21541018784046173,,0.25423118472099304,,0.0593150369822979,0.10235820710659027
115,,115,0.9649010300636292,1.0,1.0,0.923828125,0.9052734375,0.981689453125,0.10235820710659027,0.00038961926475167274,,0.00043783560977317393,,0.21541018784046173,,0.25423118472099304,,0.0593150369822979,,
,0.001,116,,,,,,,,,,,,,,,,,,
116,,116,,,,,,,,,0.0003746046277228743,,0.00042708119144663215,,0.22017377614974976,,0.25292301177978516,,0.053928181529045105,0.09829194098711014
116,,116,0.96875,1.0,1.0,0.921875,0.9072265625,0.9864501953125,0.09829194098711014,0.0003746046277228743,,0.00042708119144663215,,0.22017377614974976,,0.25292301177978516,,0.053928181529045105,,
,0.001,117,,,,,,,,,,,,,,,,,,
117,,117,,,,,,,,,0.0003415954706724733,,0.0003908882208634168,,0.2159680724143982,,0.2478010505437851,,0.0500665158033371,0.0942336916923523
117,,117,0.9691165685653687,1.0,1.0,0.921875,0.90771484375,0.98681640625,0.0942336916923523,0.0003415954706724733,,0.0003908882208634168,,0.2159680724143982,,0.2478010505437851,,0.0500665158033371,,
,0.001,118,,,,,,,,,,,,,,,,,,
118,,118,,,,,,,,,0.000316212244797498,,0.00037366829928942025,,0.21480883657932281,,0.24554650485515594,,0.0450320690870285,0.08997635543346405
118,,118,0.9712243676185608,1.0,1.0,0.923828125,0.90576171875,0.989990234375,0.08997635543346405,0.000316212244797498,,0.00037366829928942025,,0.21480883657932281,,0.24554650485515594,,0.0450320690870285,,
,0.001,119,,,,,,,,,,,,,,,,,,
119,,119,,,,,,,,,0.0002885640424210578,,0.00034468265948817134,,0.2163364142179489,,0.24030731618404388,,0.04094017297029495,0.08599238097667694
119,,119,0.9724156856536865,1.0,1.0,0.923828125,0.90771484375,0.9910888671875,0.08599238097667694,0.0002885640424210578,,0.00034468265948817134,,0.2163364142179489,,0.24030731618404388,,0.04094017297029495,,
,0.001,120,,,,,,,,,,,,,,,,,,
120,,120,,,,,,,,,0.0002810560108628124,,0.0003318428935017437,,0.21654677391052246,,0.23660214245319366,,0.03742964565753937,0.08267121016979218
120,,120,0.9732404947280884,1.0,1.0,0.923828125,0.91162109375,0.9912109375,0.08267121016979218,0.0002810560108628124,,0.0003318428935017437,,0.21654677391052246,,0.23660214245319366,,0.03742964565753937,,
,0.001,121,,,,,,,,,,,,,,,,,,
121,,121,,,,,,,,,0.00025769727653823793,,0.0002943967701867223,,0.21568673849105835,,0.23539477586746216,,0.03425348177552223,0.08001929521560669
121,,121,0.974706768989563,1.0,1.0,0.923828125,0.9130859375,0.9927978515625,0.08001929521560669,0.00025769727653823793,,0.0002943967701867223,,0.21568673849105835,,0.23539477586746216,,0.03425348177552223,,
,0.001,122,,,,,,,,,,,,,,,,,,
122,,122,,,,,,,,,0.0002559096028562635,,0.0003032438107766211,,0.2193123996257782,,0.23723332583904266,,0.0337100476026535,0.08012660592794418
122,,122,0.9739736318588257,1.0,1.0,0.921875,0.9091796875,0.992919921875,0.08012660592794418,0.0002559096028562635,,0.0003032438107766211,,0.2193123996257782,,0.23723332583904266,,0.0337100476026535,,
,0.001,123,,,,,,,,,,,,,,,,,,
123,,123,,,,,,,,,0.00020525732543319464,,0.00023567525204271078,,0.21939454972743988,,0.24053487181663513,,0.04199439287185669,0.08696849644184113
123,,123,0.9702162742614746,1.0,1.0,0.923828125,0.9091796875,0.98779296875,0.08696849644184113,0.00020525732543319464,,0.00023567525204271078,,0.21939454972743988,,0.24053487181663513,,0.04199439287185669,,
,0.001,124,,,,,,,,,,,,,,,,,,
124,,124,,,,,,,,,0.0002348147245356813,,0.00028921058401465416,,0.23608902096748352,,0.23615147173404694,,0.08177944272756577,0.1167977973818779
124,,124,0.9587609767913818,1.0,1.0,0.890625,0.9072265625,0.97509765625,0.1167977973818779,0.0002348147245356813,,0.00028921058401465416,,0.23608902096748352,,0.23615147173404694,,0.08177944272756577,,
,0.001,125,,,,,,,,,,,,,,,,,,
125,,125,,,,,,,,,0.00020823694649152458,,0.00024672760628163815,,0.21556472778320312,,0.22090697288513184,,0.02986677922308445,0.07400050759315491
125,,125,0.9762646555900574,1.0,1.0,0.923828125,0.91845703125,0.9935302734375,0.07400050759315491,0.00020823694649152458,,0.00024672760628163815,,0.21556472778320312,,0.22090697288513184,,0.02986677922308445,,
,0.001,126,,,,,,,,,,,,,,,,,,
126,,126,,,,,,,,,0.00017188502533826977,,0.00019744824385270476,,0.2379910945892334,,0.2369498610496521,,0.06704982370138168,0.1059776172041893
126,,126,0.960318922996521,1.0,1.0,0.923828125,0.90283203125,0.9761962890625,0.1059776172041893,0.00017188502533826977,,0.00019744824385270476,,0.2379910945892334,,0.2369498610496521,,0.06704982370138168,,
,0.001,127,,,,,,,,,,,,,,,,,,
127,,127,,,,,,,,,0.00018857131362892687,,0.00023495857021771371,,0.21638837456703186,,0.21787115931510925,,0.02700994722545147,0.07132446765899658
127,,127,0.9747983813285828,1.0,1.0,0.921875,0.9140625,0.9927978515625,0.07132446765899658,0.00018857131362892687,,0.00023495857021771371,,0.21638837456703186,,0.21787115931510925,,0.02700994722545147,,
,0.001,128,,,,,,,,,,,,,,,,,,
128,,128,,,,,,,,,0.00022587609419133514,,0.00031676184153184295,,0.25828611850738525,,0.232458233833313,,0.03963017091155052,0.08550358563661575
128,,128,0.9705828428268433,1.0,1.0,0.890625,0.90966796875,0.990234375,0.08550358563661575,0.00022587609419133514,,0.00031676184153184295,,0.25828611850738525,,0.232458233833313,,0.03963017091155052,,
,0.001,129,,,,,,,,,,,,,,,,,,
129,,129,,,,,,,,,0.00018523407925385982,,0.0002161884622182697,,0.22966314852237701,,0.2133040577173233,,0.023491039872169495,0.06844817101955414
129,,129,0.9774560332298279,1.0,1.0,0.923828125,0.91845703125,0.9951171875,0.06844817101955414,0.00018523407925385982,,0.0002161884622182697,,0.22966314852237701,,0.2133040577173233,,0.023491039872169495,,
,0.001,130,,,,,,,,,,,,,,,,,,
130,,130,,,,,,,,,0.00016211149340961128,,0.00018508272478356957,,0.25232332944869995,,0.2205607146024704,,0.028708377853035927,0.07478975504636765
130,,130,0.9748900532722473,1.0,1.0,0.923828125,0.91552734375,0.992431640625,0.07478975504636765,0.00016211149340961128,,0.00018508272478356957,,0.25232332944869995,,0.2205607146024704,,0.028708377853035927,,
,0.001,131,,,,,,,,,,,,,,,,,,
131,,131,,,,,,,,,0.00017641419253777713,,0.00023430155124515295,,0.22082531452178955,,0.2054743766784668,,0.02017580345273018,0.06407532095909119
131,,131,0.9780058860778809,1.0,1.0,0.921875,0.91748046875,0.9962158203125,0.06407532095909119,0.00017641419253777713,,0.00023430155124515295,,0.22082531452178955,,0.2054743766784668,,0.02017580345273018,,
,0.001,132,,,,,,,,,,,,,,,,,,
132,,132,,,,,,,,,0.00020525732543319464,,0.0003299520176369697,,0.23843276500701904,,0.21354302763938904,,0.021546635776758194,0.06744616478681564
132,,132,0.9769977927207947,1.0,1.0,0.921875,0.916015625,0.9952392578125,0.06744616478681564,0.00020525732543319464,,0.0003299520176369697,,0.23843276500701904,,0.21354302763938904,,0.021546635776758194,,
,0.001,133,,,,,,,,,,,,,,,,,,
133,,133,,,,,,,,,0.00020180096908006817,,0.0003047524078283459,,0.21688205003738403,,0.20100662112236023,,0.01848842017352581,0.061785902827978134
133,,133,0.9788306355476379,1.0,1.0,0.921875,0.92041015625,0.99658203125,0.061785902827978134,0.00020180096908006817,,0.0003047524078283459,,0.21688205003738403,,0.20100662112236023,,0.01848842017352581,,
,0.001,134,,,,,,,,,,,,,,,,,,
134,,134,,,,,,,,,0.0001823735801735893,,0.00025196632486768067,,0.22193199396133423,,0.2001648247241974,,0.016461655497550964,0.06034262478351593
134,,134,0.9794721603393555,1.0,1.0,0.923828125,0.92333984375,0.99658203125,0.06034262478351593,0.0001823735801735893,,0.00025196632486768067,,0.22193199396133423,,0.2001648247241974,,0.016461655497550964,,
,0.001,135,,,,,,,,,,,,,,,,,,
135,,135,,,,,,,,,0.00018046658078674227,,0.00025878800079226494,,0.22029685974121094,,0.19836802780628204,,0.015210885554552078,0.0589897520840168
135,,135,0.9800220131874084,1.0,1.0,0.923828125,0.9248046875,0.9969482421875,0.0589897520840168,0.00018046658078674227,,0.00025878800079226494,,0.22029685974121094,,0.19836802780628204,,0.015210885554552078,,
,0.001,136,,,,,,,,,,,,,,,,,,
136,,136,,,,,,,,,0.00019643761334009469,,0.00032163981813937426,,0.21503478288650513,,0.19163691997528076,,0.013969184830784798,0.05654813349246979
136,,136,0.9799303412437439,1.0,1.0,0.923828125,0.92431640625,0.9969482421875,0.05654813349246979,0.00019643761334009469,,0.00032163981813937426,,0.21503478288650513,,0.19163691997528076,,0.013969184830784798,,
,0.001,137,,,,,,,,,,,,,,,,,,
137,,137,,,,,,,,,0.00020716428116429597,,0.0003857606207020581,,0.2208738923072815,,0.19056454300880432,,0.012784898281097412,0.05573254078626633
