epoch,lr-AdamW,step,train/acc,train/acc_s0_1,train/acc_s1_2,train/acc_s2_4,train/acc_s3_8,train/acc_s4_16,train/acc_s5_32,train/loss_epoch,train/loss_s0_1_epoch,train/loss_s0_1_step,train/loss_s1_2_epoch,train/loss_s1_2_step,train/loss_s2_4_epoch,train/loss_s2_4_step,train/loss_s3_8_epoch,train/loss_s3_8_step,train/loss_s4_16_epoch,train/loss_s4_16_step,train/loss_s5_32_epoch,train/loss_s5_32_step,train/loss_step,val/acc,val/acc_s0_1,val/acc_s1_2,val/acc_s2_4,val/acc_s3_8,val/acc_s4_16,val/acc_s5_32,val/loss,val/loss_s0_1,val/loss_s1_2,val/loss_s2_4,val/loss_s3_8,val/loss_s4_16,val/loss_s5_32
,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,9,,,,,,,,,,0.3021087646484375,,0.18521881103515625,,0.4676694869995117,,0.9073415994644165,,0.9776870012283325,,1.1312823295593262,1.0808179378509521,,,,,,,,,,,,,,
0,,19,,,,,,,,,,0.25830078125,,0.2145538330078125,,0.49731922149658203,,0.8847556114196777,,0.967645525932312,,1.1190357208251953,1.0690900087356567,,,,,,,,,,,,,,
0,,29,,,,,,,,,,0.2249603271484375,,0.15946006774902344,,0.47212910652160645,,0.8389749526977539,,0.91054368019104,,1.079416275024414,1.026031255722046,,,,,,,,,,,,,,
0,,39,,,,,,,,,,0.16152191162109375,,0.05937671661376953,,0.49284008145332336,,0.6708134412765503,,0.7472922801971436,,1.0121079683303833,0.9369391202926636,,,,,,,,,,,,,,
0,,49,,,,,,,,,,0.142669677734375,,0.03982973098754883,,0.3798164129257202,,0.499386191368103,,0.6326245665550232,,0.8948888778686523,0.8180643916130066,,,,,,,,,,,,,,
0,,59,,,,,,,,,,0.0947113037109375,,0.02387261390686035,,0.4588727653026581,,0.5110278129577637,,0.6131537556648254,,0.776418924331665,0.7269291877746582,,,,,,,,,,,,,,
0,,69,,,,,,,,,,0.06589508056640625,,0.02003622055053711,,0.4198225140571594,,0.48137569427490234,,0.5900009870529175,,0.7106145620346069,0.6713412404060364,,,,,,,,,,,,,,
0,,79,,,,,,,,,,0.054523468017578125,,0.018800020217895508,,0.3961919844150543,,0.456767737865448,,0.5484092235565186,,0.6529808640480042,0.6188623309135437,,,,,,,,,,,,,,
0,,89,,,,,,,,,,0.04370307922363281,,0.01228320598602295,,0.3656480610370636,,0.4461369812488556,,0.5472977161407471,,0.6353195905685425,0.6045212149620056,,,,,,,,,,,,,,
0,,99,,,,,,,,,,0.04955101013183594,,0.012304306030273438,,0.34042203426361084,,0.44829070568084717,,0.5464065074920654,,0.6308202147483826,0.6007883548736572,,,,,,,,,,,,,,
0,,109,,,,,,,,,,0.04473114013671875,,0.008931577205657959,,0.3566132187843323,,0.4335472881793976,,0.5368173122406006,,0.6211307644844055,0.5912061929702759,,,,,,,,,,,,,,
0,,119,,,,,,,,,,0.03809356689453125,,0.007316708564758301,,0.3434144854545593,,0.43583133816719055,,0.5313992500305176,,0.6131846308708191,0.5841717720031738,,,,,,,,,,,,,,
0,,129,,,,,,,,,,0.025687217712402344,,0.004800736904144287,,0.3332881033420563,,0.405744343996048,,0.5174390077590942,,0.5992383360862732,0.5695455074310303,,,,,,,,,,,,,,
0,,139,,,,,,,,,,0.02184009552001953,,0.004077404737472534,,0.3048767149448395,,0.4041370153427124,,0.5143277645111084,,0.5844312906265259,0.5574406385421753,,,,,,,,,,,,,,
0,,149,,,,,,,,,,0.016491413116455078,,0.004087299108505249,,0.3061060309410095,,0.4111267328262329,,0.4798400104045868,,0.5457814931869507,0.5223164558410645,,,,,,,,,,,,,,
0,,159,,,,,,,,,,0.014489173889160156,,0.003969252109527588,,0.34951353073120117,,0.38953906297683716,,0.5000166296958923,,0.5464963912963867,0.5261316299438477,,,,,,,,,,,,,,
0,,169,,,,,,,,,,0.015398979187011719,,0.0036354362964630127,,0.3108046054840088,,0.3809964060783386,,0.45393431186676025,,0.5013059377670288,0.4827333688735962,,,,,,,,,,,,,,
0,,179,,,,,,,,,,0.011617660522460938,,0.003095090389251709,,0.2994266748428345,,0.3830481171607971,,0.4458577632904053,,0.4991629123687744,0.4795694649219513,,,,,,,,,,,,,,
0,,189,,,,,,,,,,0.013538360595703125,,0.003184974193572998,,0.3101065456867218,,0.3715279698371887,,0.42889994382858276,,0.48420894145965576,0.4647575914859772,,,,,,,,,,,,,,
0,,199,,,,,,,,,,0.009111404418945312,,0.0026440024375915527,,0.3610481023788452,,0.365049809217453,,0.41819068789482117,,0.47790735960006714,0.4583103656768799,,,,,,,,,,,,,,
0,,209,,,,,,,,,,0.007269144058227539,,0.0023331791162490845,,0.294420063495636,,0.37544143199920654,,0.4053671360015869,,0.4725627601146698,0.4515998959541321,,,,,,,,,,,,,,
0,,219,,,,,,,,,,0.006775617599487305,,0.0018560290336608887,,0.27820104360580444,,0.37025126814842224,,0.3835299015045166,,0.4463925361633301,0.4274367094039917,,,,,,,,,,,,,,
0,,229,,,,,,,,,,0.006346464157104492,,0.001688539981842041,,0.27591174840927124,,0.3458487391471863,,0.3599887490272522,,0.4291699528694153,0.4089297950267792,,,,,,,,,,,,,,
0,,239,,,,,,,,,,0.0068988800048828125,,0.0016341805458068848,,0.3347986340522766,,0.34840285778045654,,0.366942435503006,,0.42632970213890076,0.4089134633541107,,,,,,,,,,,,,,
0,,249,,,,,,,,,,0.006531715393066406,,0.0019167810678482056,,0.35145103931427,,0.33929482102394104,,0.3650110960006714,,0.4401189088821411,0.4186643660068512,,,,,,,,,,,,,,
0,,259,,,,,,,,,,0.006663799285888672,,0.0018266290426254272,,0.32152917981147766,,0.3341657221317291,,0.34332597255706787,,0.4157307744026184,0.39571046829223633,,,,,,,,,,,,,,
0,,269,,,,,,,,,,0.006434917449951172,,0.0017716139554977417,,0.2879905700683594,,0.35442811250686646,,0.3448941111564636,,0.4170773923397064,0.3975713849067688,,,,,,,,,,,,,,
0,,279,,,,,,,,,,0.0059773921966552734,,0.00177861750125885,,0.29553037881851196,,0.34035763144493103,,0.3584021329879761,,0.4178227186203003,0.400092214345932,,,,,,,,,,,,,,
0,,289,,,,,,,,,,0.0054950714111328125,,0.0013975203037261963,,0.34826213121414185,,0.3388429880142212,,0.34313225746154785,,0.398021936416626,0.3829198181629181,,,,,,,,,,,,,,
0,,299,,,,,,,,,,0.005223274230957031,,0.0013237595558166504,,0.2680613100528717,,0.3303653597831726,,0.3333708643913269,,0.3883386254310608,0.3724868893623352,,,,,,,,,,,,,,
0,,309,,,,,,,,,,0.004981517791748047,,0.0010638907551765442,,0.24789053201675415,,0.3429676294326782,,0.32795605063438416,,0.3756162226200104,0.3622807264328003,,,,,,,,,,,,,,
