index,status,score,reasons,opaque_ratio,edge_density,bbox_w,bbox_h,bbox_area,center_x,center_y,bbox_x0,bbox_y0,largest_component_ratio,component_count,token_entropy,unique_opaque_tokens
0,keep,3.79031347,,0.20312500,0.16633065,0.37500000,0.81250000,0.30468750,0.50837469,0.54745658,0.32258065,0.12903226,1.00000000,1.00000000,2.91696736,14.00000000
1,keep,4.55339863,,0.21484375,0.18598790,0.37500000,0.78125000,0.29296875,0.46700880,0.56994135,0.29032258,0.19354839,0.99090909,2.00000000,3.31018594,12.00000000
2,keep,4.08925305,,0.20898438,0.16028226,0.40625000,0.78125000,0.31738281,0.48673500,0.55954175,0.29032258,0.19354839,0.99532710,2.00000000,2.93648390,14.00000000
3,keep,2.20029562,,0.23144531,0.16330645,0.40625000,0.87500000,0.35546875,0.48046822,0.57016469,0.29032258,0.12903226,1.00000000,1.00000000,2.91346675,11.00000000
4,keep,2.32091157,,0.20800781,0.17489919,0.37500000,0.84375000,0.31640625,0.49962138,0.55823111,0.32258065,0.12903226,1.00000000,1.00000000,2.96481906,11.00000000
5,keep,5.61087110,,0.19531250,0.15120968,0.37500000,0.75000000,0.28125000,0.46903226,0.54629032,0.29032258,0.19354839,1.00000000,1.00000000,2.98921019,12.00000000
6,keep,8.40806781,,0.30566406,0.23588710,0.46875000,0.84375000,0.39550781,0.49129135,0.59383696,0.25806452,0.16129032,1.00000000,1.00000000,3.13769893,13.00000000
7,keep,3.01901087,,0.21679688,0.17187500,0.40625000,0.78125000,0.31738281,0.47021215,0.60563790,0.25806452,0.22580645,1.00000000,1.00000000,3.23397778,11.00000000
8,keep,4.88756619,,0.20410156,0.14163306,0.37500000,0.78125000,0.29296875,0.51412255,0.56413027,0.32258065,0.19354839,1.00000000,1.00000000,2.53719543,9.00000000
9,keep,4.97969256,,0.20117188,0.15473790,0.37500000,0.75000000,0.28125000,0.47165675,0.54917006,0.29032258,0.19354839,1.00000000,1.00000000,2.81798684,11.00000000
10,keep,2.84268428,,0.22460938,0.17288306,0.50000000,0.78125000,0.39062500,0.49859748,0.56058906,0.29032258,0.19354839,1.00000000,1.00000000,2.91611831,10.00000000
11,keep,1.65333210,,0.22656250,0.17741935,0.37500000,0.84375000,0.31640625,0.47024472,0.55895439,0.29032258,0.12903226,1.00000000,1.00000000,2.83641854,13.00000000
12,keep,5.17179123,,0.20312500,0.17187500,0.37500000,0.78125000,0.29296875,0.48759305,0.57552730,0.29032258,0.19354839,0.99038462,3.00000000,2.97960312,11.00000000
13,keep,3.41487352,,0.25683594,0.20010081,0.43750000,0.84375000,0.36914062,0.49061695,0.55942598,0.29032258,0.16129032,1.00000000,1.00000000,2.87092551,12.00000000
14,keep,3.04335070,,0.20800781,0.17590726,0.40625000,0.78125000,0.31738281,0.49114039,0.56519764,0.29032258,0.19354839,0.99530516,2.00000000,2.93276397,11.00000000
15,keep,3.42056143,,0.20996094,0.17389113,0.37500000,0.81250000,0.30468750,0.51207802,0.53908477,0.32258065,0.12903226,1.00000000,1.00000000,3.22334221,14.00000000
16,keep,6.62041112,,0.24609375,0.20665323,0.56250000,0.87500000,0.49218750,0.53929852,0.56477215,0.32258065,0.12903226,1.00000000,1.00000000,3.18699213,13.00000000
17,keep,2.78499693,,0.21972656,0.16784274,0.37500000,0.84375000,0.31640625,0.46422939,0.55455197,0.29032258,0.12903226,1.00000000,1.00000000,3.27750354,15.00000000
18,keep,1.31398153,,0.23925781,0.19102823,0.37500000,0.87500000,0.32812500,0.50388413,0.56932192,0.32258065,0.12903226,1.00000000,1.00000000,2.95121499,13.00000000
19,keep,3.72113476,,0.20507812,0.17036290,0.37500000,0.81250000,0.30468750,0.47480799,0.54055300,0.32258065,0.12903226,1.00000000,1.00000000,2.98737865,13.00000000
20,keep,2.92493029,,0.21582031,0.17036290,0.34375000,0.84375000,0.29003906,0.48065976,0.55291198,0.32258065,0.12903226,1.00000000,1.00000000,2.78473133,11.00000000
21,keep,5.61796602,,0.19726562,0.14768145,0.37500000,0.75000000,0.28125000,0.51421271,0.54806771,0.32258065,0.19354839,1.00000000,1.00000000,3.03472922,13.00000000
22,keep,2.39356412,,0.20898438,0.17489919,0.37500000,0.78125000,0.29296875,0.48417244,0.56888755,0.29032258,0.19354839,1.00000000,1.00000000,3.22077273,12.00000000
23,keep,2.88309077,,0.21191406,0.17086694,0.37500000,0.78125000,0.29296875,0.46989743,0.56800951,0.29032258,0.19354839,1.00000000,1.00000000,3.01749961,13.00000000
24,keep,2.26923252,,0.21484375,0.18497984,0.37500000,0.84375000,0.31640625,0.46671554,0.56129032,0.29032258,0.12903226,1.00000000,1.00000000,3.33584609,12.00000000
25,keep,1.78024231,,0.22460938,0.18195565,0.37500000,0.84375000,0.31640625,0.51290323,0.59200561,0.35483871,0.16129032,1.00000000,1.00000000,2.93107271,12.00000000
26,review,13.26798048,,0.31445312,0.23336694,0.78125000,0.84375000,0.65917969,0.49469044,0.58144660,0.09677419,0.16129032,1.00000000,1.00000000,3.06165212,12.00000000
27,keep,4.89657647,,0.20214844,0.14415323,0.37500000,0.75000000,0.28125000,0.50459716,0.58313854,0.32258065,0.22580645,1.00000000,1.00000000,2.72182961,10.00000000
28,keep,2.20678804,,0.22851562,0.18951613,0.40625000,0.84375000,0.34277344,0.47504825,0.58822719,0.25806452,0.16129032,1.00000000,1.00000000,2.90143415,12.00000000
29,keep,2.74968653,,0.22949219,0.17943548,0.43750000,0.81250000,0.35546875,0.50761839,0.57638984,0.29032258,0.16129032,0.99574468,2.00000000,3.14244141,13.00000000
30,keep,5.22458413,,0.23046875,0.16532258,0.56250000,0.78125000,0.43945312,0.44122471,0.58816293,0.12903226,0.22580645,1.00000000,1.00000000,2.42499140,9.00000000
31,keep,2.21035765,,0.22070312,0.17187500,0.40625000,0.81250000,0.33007812,0.47502141,0.58192977,0.29032258,0.19354839,1.00000000,1.00000000,3.11997886,13.00000000
32,keep,2.12106148,,0.21582031,0.17540323,0.43750000,0.78125000,0.34179688,0.48226536,0.56765436,0.25806452,0.19354839,1.00000000,1.00000000,3.03449812,11.00000000
33,keep,3.02009109,,0.22656250,0.17641129,0.50000000,0.78125000,0.39062500,0.50709121,0.55339266,0.29032258,0.19354839,1.00000000,1.00000000,2.54014617,10.00000000
34,keep,3.05572349,,0.19531250,0.17540323,0.40625000,0.75000000,0.30468750,0.47838710,0.57758065,0.32258065,0.22580645,1.00000000,1.00000000,3.11083693,12.00000000
35,keep,4.95644384,,0.19433594,0.16481855,0.34375000,0.75000000,0.25781250,0.48354677,0.54725239,0.32258065,0.19354839,1.00000000,1.00000000,3.14073992,12.00000000
36,keep,4.38841685,,0.23535156,0.19153226,0.53125000,0.81250000,0.43164062,0.52643555,0.59764422,0.29032258,0.19354839,1.00000000,1.00000000,2.76952685,10.00000000
37,keep,4.31959106,,0.19824219,0.16078629,0.34375000,0.75000000,0.25781250,0.48990942,0.58128079,0.32258065,0.22580645,1.00000000,1.00000000,2.94455724,10.00000000
38,keep,2.55194072,,0.22167969,0.17792339,0.37500000,0.84375000,0.31640625,0.46397613,0.54213443,0.29032258,0.12903226,1.00000000,1.00000000,3.25312031,12.00000000
39,keep,5.08802988,,0.26757812,0.22530242,0.46875000,0.81250000,0.38085938,0.49222981,0.57052037,0.25806452,0.16129032,1.00000000,1.00000000,3.35999296,13.00000000
40,keep,2.28222027,,0.21484375,0.17237903,0.37500000,0.84375000,0.31640625,0.50894428,0.56129032,0.32258065,0.12903226,1.00000000,1.00000000,3.12724499,14.00000000
41,keep,11.29072401,,0.25488281,0.21522177,0.53125000,0.78125000,0.41503906,0.53367940,0.57224076,0.32258065,0.19354839,0.97701149,5.00000000,3.32956697,13.00000000
42,keep,5.15518819,,0.27734375,0.21118952,0.46875000,0.84375000,0.39550781,0.49284416,0.56974103,0.25806452,0.16129032,1.00000000,1.00000000,3.10315106,13.00000000
43,keep,3.30634620,,0.22070312,0.16028226,0.34375000,0.84375000,0.29003906,0.47630602,0.55352555,0.32258065,0.12903226,1.00000000,1.00000000,2.72508749,11.00000000
44,keep,6.88620941,,0.28710938,0.20967742,0.46875000,0.87500000,0.41015625,0.49111257,0.60928242,0.25806452,0.12903226,1.00000000,1.00000000,3.08505065,13.00000000
45,keep,3.77098604,,0.20605469,0.16935484,0.34375000,0.78125000,0.26855469,0.51383580,0.56535698,0.35483871,0.19354839,1.00000000,1.00000000,3.20086614,12.00000000
46,keep,3.26512527,,0.22460938,0.17036290,0.40625000,0.84375000,0.34277344,0.47587658,0.56760168,0.32258065,0.12903226,0.99565217,2.00000000,2.59840664,13.00000000
47,keep,5.80111320,,0.18945312,0.14516129,0.34375000,0.71875000,0.24707031,0.50182907,0.56850682,0.32258065,0.22580645,1.00000000,1.00000000,2.92814001,11.00000000
48,keep,2.09739841,,0.21875000,0.17237903,0.43750000,0.78125000,0.34179688,0.48099078,0.56998848,0.25806452,0.19354839,1.00000000,1.00000000,2.64942230,11.00000000
49,keep,2.44831979,,0.21289062,0.17842742,0.37500000,0.78125000,0.29296875,0.47070139,0.56717964,0.29032258,0.19354839,1.00000000,1.00000000,2.86403145,13.00000000
50,keep,3.80561300,,0.20410156,0.16078629,0.37500000,0.78125000,0.29296875,0.51119000,0.56459330,0.32258065,0.19354839,1.00000000,1.00000000,2.97199768,14.00000000
51,keep,6.81878634,,0.19824219,0.16582661,0.40625000,0.75000000,0.30468750,0.46623232,0.54663912,0.25806452,0.19354839,0.99014778,3.00000000,3.04004546,12.00000000
52,keep,2.75861623,,0.22167969,0.19455645,0.37500000,0.84375000,0.31640625,0.46411823,0.55265028,0.29032258,0.12903226,1.00000000,1.00000000,3.24459566,14.00000000
53,keep,4.15983488,,0.22558594,0.21068548,0.43750000,0.84375000,0.36914062,0.47172183,0.59279430,0.29032258,0.16129032,1.00000000,1.00000000,3.07411802,13.00000000
54,keep,2.95842540,,0.20996094,0.16935484,0.40625000,0.81250000,0.33007812,0.51312828,0.56309077,0.29032258,0.16129032,1.00000000,1.00000000,3.23924845,13.00000000
55,keep,2.69345280,,0.24804688,0.19203629,0.46875000,0.75000000,0.35156250,0.49288799,0.60033020,0.25806452,0.22580645,1.00000000,1.00000000,3.17346492,13.00000000
56,keep,2.83126562,,0.20703125,0.17590726,0.34375000,0.78125000,0.26855469,0.48691418,0.57592818,0.32258065,0.19354839,1.00000000,1.00000000,2.97471114,10.00000000
57,keep,3.21782993,,0.20605469,0.16280242,0.37500000,0.78125000,0.29296875,0.50328696,0.57009632,0.32258065,0.19354839,1.00000000,1.00000000,2.96503356,11.00000000
58,keep,3.21097897,,0.20996094,0.15524194,0.37500000,0.78125000,0.29296875,0.49062266,0.56774194,0.32258065,0.19354839,1.00000000,1.00000000,3.02537312,12.00000000
59,keep,7.27582651,,0.29296875,0.22429435,0.46875000,0.81250000,0.38085938,0.48989247,0.60451613,0.25806452,0.19354839,1.00000000,1.00000000,3.19440834,12.00000000
60,keep,3.68495947,,0.25976562,0.20211694,0.46875000,0.78125000,0.36621094,0.48763037,0.58452583,0.25806452,0.19354839,1.00000000,1.00000000,3.10260462,11.00000000
61,keep,5.57005421,,0.25488281,0.20514113,0.53125000,0.78125000,0.41503906,0.53701644,0.58225188,0.32258065,0.19354839,1.00000000,1.00000000,2.90017051,11.00000000
62,keep,4.14801388,,0.20214844,0.15625000,0.37500000,0.75000000,0.28125000,0.49976625,0.58345021,0.32258065,0.22580645,1.00000000,1.00000000,2.94081504,11.00000000
63,keep,12.60343360,,0.20117188,0.15473790,0.37500000,0.78125000,0.29296875,0.46414031,0.56295020,0.29032258,0.19354839,0.96601942,6.00000000,2.61975130,12.00000000
64,keep,2.51989841,,0.20117188,0.17943548,0.40625000,0.75000000,0.30468750,0.48089571,0.57860946,0.32258065,0.22580645,1.00000000,1.00000000,3.18073256,12.00000000
65,keep,5.38360937,,0.19140625,0.15322581,0.37500000,0.71875000,0.26953125,0.47284398,0.56040158,0.29032258,0.22580645,1.00000000,1.00000000,3.02778157,11.00000000
66,keep,5.71458322,,0.24804688,0.17086694,0.56250000,0.81250000,0.45703125,0.46266193,0.57607315,0.16129032,0.19354839,0.99606299,2.00000000,2.44629241,9.00000000
67,keep,2.37539415,,0.21777344,0.18145161,0.40625000,0.78125000,0.31738281,0.51222335,0.60263272,0.32258065,0.22580645,1.00000000,1.00000000,3.40611739,13.00000000
68,keep,2.85440041,,0.22363281,0.19203629,0.43750000,0.84375000,0.36914062,0.47682772,0.58289900,0.25806452,0.12903226,1.00000000,1.00000000,3.05758158,13.00000000
69,keep,3.18760745,,0.20605469,0.16129032,0.37500000,0.78125000,0.29296875,0.49778321,0.56856750,0.32258065,0.19354839,1.00000000,1.00000000,2.90008504,11.00000000
70,keep,2.86455602,,0.19824219,0.17489919,0.40625000,0.75000000,0.30468750,0.49658351,0.58366439,0.29032258,0.22580645,1.00000000,1.00000000,2.97697734,11.00000000
71,keep,3.84011571,,0.20703125,0.16481855,0.37500000,0.78125000,0.29296875,0.46561169,0.55858186,0.29032258,0.19354839,1.00000000,1.00000000,3.29123066,14.00000000
72,keep,2.43580447,,0.20898438,0.16985887,0.37500000,0.78125000,0.29296875,0.49381972,0.57039494,0.32258065,0.19354839,1.00000000,1.00000000,2.87558409,12.00000000
73,keep,8.61100188,,0.29394531,0.22278226,0.56250000,0.81250000,0.45703125,0.48965813,0.60282928,0.22580645,0.19354839,1.00000000,1.00000000,3.01330993,11.00000000
74,keep,3.61310718,,0.25488281,0.20866935,0.46875000,0.78125000,0.36621094,0.49091583,0.58200470,0.25806452,0.19354839,1.00000000,1.00000000,2.97936386,12.00000000
75,keep,2.88688785,,0.22265625,0.16481855,0.43750000,0.78125000,0.34179688,0.51004527,0.58743633,0.32258065,0.19354839,1.00000000,1.00000000,2.73605640,11.00000000
76,keep,6.79799405,,0.25585938,0.22177419,0.43750000,0.87500000,0.38281250,0.48596405,0.56254617,0.29032258,0.12903226,0.99236641,3.00000000,3.15934950,13.00000000
77,keep,1.69488613,,0.23730469,0.18548387,0.43750000,0.81250000,0.35546875,0.47112704,0.57493694,0.29032258,0.19354839,1.00000000,1.00000000,2.78698733,12.00000000
78,keep,4.78277097,,0.26855469,0.19657258,0.43750000,0.87500000,0.38281250,0.48985337,0.60785924,0.29032258,0.12903226,1.00000000,1.00000000,3.05544527,12.00000000
79,keep,3.74878683,,0.20996094,0.15524194,0.34375000,0.78125000,0.26855469,0.49317329,0.56459115,0.32258065,0.19354839,1.00000000,1.00000000,2.87245479,12.00000000
80,keep,2.81242269,,0.24023438,0.20262097,0.43750000,0.87500000,0.38281250,0.48728036,0.57618673,0.29032258,0.12903226,1.00000000,1.00000000,3.22212422,12.00000000
81,keep,6.51494110,,0.20410156,0.16633065,0.43750000,0.78125000,0.34179688,0.48834697,0.56274116,0.22580645,0.19354839,0.98564593,3.00000000,2.71069656,10.00000000
82,keep,4.99401378,,0.19238281,0.15927419,0.37500000,0.71875000,0.26953125,0.47257246,0.56165056,0.29032258,0.22580645,1.00000000,1.00000000,3.02406025,11.00000000
83,keep,2.18321937,,0.22070312,0.18497984,0.43750000,0.75000000,0.32812500,0.51141878,0.58920925,0.32258065,0.22580645,1.00000000,1.00000000,3.24848401,11.00000000
84,keep,4.06744770,,0.25390625,0.21522177,0.43750000,0.84375000,0.36914062,0.49007444,0.55930521,0.29032258,0.16129032,1.00000000,1.00000000,3.20219540,13.00000000
85,keep,5.82668457,,0.19531250,0.14818548,0.37500000,0.75000000,0.28125000,0.46758065,0.54564516,0.29032258,0.19354839,1.00000000,1.00000000,2.83001329,13.00000000
86,keep,7.32994311,,0.26074219,0.20715726,0.62500000,0.78125000,0.48828125,0.53787604,0.58185333,0.29032258,0.19354839,1.00000000,1.00000000,2.98112945,12.00000000
87,keep,3.25899029,,0.21777344,0.16532258,0.37500000,0.84375000,0.31640625,0.46405323,0.54650658,0.29032258,0.12903226,1.00000000,1.00000000,2.68890650,14.00000000
88,keep,2.71429308,,0.21679688,0.17237903,0.46875000,0.78125000,0.36621094,0.48270851,0.56611450,0.25806452,0.19354839,1.00000000,1.00000000,2.98741648,11.00000000
89,keep,2.51588971,,0.20898438,0.17036290,0.37500000,0.78125000,0.29296875,0.49321676,0.56632499,0.32258065,0.19354839,1.00000000,1.00000000,3.25209014,13.00000000
90,keep,2.31469869,,0.22558594,0.19102823,0.43750000,0.81250000,0.35546875,0.47437509,0.57603687,0.25806452,0.16129032,1.00000000,1.00000000,2.93799979,13.00000000
91,keep,6.85645130,,0.29296875,0.21471774,0.46875000,0.81250000,0.38085938,0.48935484,0.60645161,0.25806452,0.19354839,1.00000000,1.00000000,3.07675149,12.00000000
92,keep,2.87651297,,0.21582031,0.16784274,0.37500000,0.81250000,0.30468750,0.46664720,0.56283754,0.29032258,0.16129032,1.00000000,1.00000000,3.25598608,14.00000000
93,keep,4.54171610,,0.20800781,0.17036290,0.34375000,0.81250000,0.27929688,0.52188399,0.53581705,0.35483871,0.12903226,1.00000000,1.00000000,3.21260172,15.00000000
94,keep,5.28427832,,0.24316406,0.20564516,0.50000000,0.87500000,0.43750000,0.53452520,0.56458090,0.32258065,0.12903226,1.00000000,1.00000000,3.12335429,13.00000000
95,keep,10.00541782,,0.28515625,0.22429435,0.56250000,0.84375000,0.47460938,0.49701723,0.58572691,0.19354839,0.16129032,0.99315068,3.00000000,3.10911743,12.00000000
96,review,13.81276147,,0.31445312,0.24395161,0.78125000,0.84375000,0.65917969,0.49469044,0.58144660,0.09677419,0.16129032,1.00000000,1.00000000,3.08916760,11.00000000
97,keep,2.04829082,,0.24023438,0.19052419,0.43750000,0.81250000,0.35546875,0.47456071,0.57644899,0.29032258,0.19354839,1.00000000,1.00000000,2.75554573,12.00000000
98,keep,3.63421719,,0.20019531,0.14868952,0.40625000,0.78125000,0.31738281,0.48811959,0.56821400,0.32258065,0.19354839,1.00000000,1.00000000,2.81093642,12.00000000
99,keep,1.74976230,,0.21582031,0.17187500,0.40625000,0.78125000,0.31738281,0.50138666,0.57057364,0.32258065,0.19354839,1.00000000,1.00000000,2.86840042,9.00000000
100,keep,3.01908907,,0.20898438,0.17288306,0.37500000,0.84375000,0.31640625,0.48176063,0.53949352,0.32258065,0.12903226,1.00000000,1.00000000,2.93632240,11.00000000
101,keep,3.08550291,,0.19726562,0.17137097,0.40625000,0.75000000,0.30468750,0.49728521,0.58272118,0.29032258,0.22580645,1.00000000,1.00000000,2.96901500,12.00000000
102,keep,1.85395084,,0.22949219,0.17137097,0.37500000,0.81250000,0.30468750,0.50816747,0.58448868,0.32258065,0.19354839,1.00000000,1.00000000,2.86489888,13.00000000
103,keep,7.46338881,,0.29687500,0.22177419,0.46875000,0.81250000,0.38085938,0.48853990,0.60738540,0.25806452,0.19354839,1.00000000,1.00000000,3.11012092,12.00000000
104,keep,4.82068444,,0.19824219,0.14768145,0.37500000,0.78125000,0.29296875,0.48307643,0.55347211,0.32258065,0.19354839,1.00000000,1.00000000,2.80046090,11.00000000
105,keep,3.82483798,,0.20507812,0.15675403,0.34375000,0.78125000,0.26855469,0.49508449,0.57496160,0.32258065,0.19354839,1.00000000,1.00000000,2.73780185,11.00000000
106,keep,4.29642294,,0.24511719,0.17691532,0.53125000,0.81250000,0.43164062,0.53527824,0.58128775,0.29032258,0.19354839,1.00000000,1.00000000,2.80883318,11.00000000
107,keep,2.32287520,,0.21582031,0.18296371,0.37500000,0.78125000,0.29296875,0.46956649,0.56619472,0.29032258,0.19354839,1.00000000,1.00000000,3.49721351,13.00000000
108,keep,5.74236080,,0.27832031,0.22227823,0.43750000,0.81250000,0.35546875,0.49190719,0.59852858,0.29032258,0.19354839,1.00000000,1.00000000,3.20672094,11.00000000
109,keep,2.98580344,,0.21679688,0.17187500,0.40625000,0.78125000,0.31738281,0.47108399,0.60534728,0.25806452,0.22580645,1.00000000,1.00000000,2.86826184,12.00000000
110,keep,2.73887952,,0.21191406,0.17137097,0.37500000,0.84375000,0.31640625,0.50929092,0.55299539,0.32258065,0.12903226,1.00000000,1.00000000,3.05346634,13.00000000
111,keep,1.93714782,,0.23046875,0.19153226,0.37500000,0.84375000,0.31640625,0.52022963,0.56055221,0.35483871,0.12903226,1.00000000,1.00000000,3.21862474,14.00000000
112,keep,3.62079771,,0.20410156,0.15524194,0.37500000,0.78125000,0.29296875,0.49807069,0.56798889,0.32258065,0.19354839,1.00000000,1.00000000,3.04091547,12.00000000
113,keep,1.85939805,,0.23242188,0.17590726,0.43750000,0.81250000,0.35546875,0.51653565,0.57386826,0.32258065,0.16129032,1.00000000,1.00000000,2.95955736,15.00000000
114,keep,4.64950637,,0.24218750,0.16733871,0.53125000,0.81250000,0.43164062,0.43886576,0.57219043,0.16129032,0.19354839,1.00000000,1.00000000,2.76165499,10.00000000
115,keep,2.09142748,,0.21972656,0.18497984,0.40625000,0.84375000,0.34277344,0.48243728,0.55956989,0.29032258,0.12903226,1.00000000,1.00000000,3.00226327,11.00000000
116,keep,6.33764386,,0.24316406,0.20564516,0.50000000,0.87500000,0.43750000,0.53983677,0.56950382,0.32258065,0.12903226,0.99598394,2.00000000,2.92952518,13.00000000
117,keep,4.20499648,,0.20507812,0.15877016,0.37500000,0.78125000,0.29296875,0.46620584,0.55944700,0.29032258,0.19354839,1.00000000,1.00000000,2.97236404,15.00000000
118,keep,9.23360873,,0.29394531,0.23487903,0.56250000,0.81250000,0.45703125,0.48965813,0.60282928,0.22580645,0.19354839,1.00000000,1.00000000,3.14891916,11.00000000
119,keep,3.43280645,,0.20410156,0.16985887,0.34375000,0.78125000,0.26855469,0.50131193,0.57694089,0.32258065,0.19354839,1.00000000,1.00000000,3.06043656,12.00000000
120,keep,1.81469630,,0.21777344,0.16885081,0.40625000,0.75000000,0.30468750,0.49081441,0.57066397,0.32258065,0.22580645,1.00000000,1.00000000,2.71873750,11.00000000
121,keep,3.16594603,,0.20605469,0.16381048,0.37500000,0.78125000,0.29296875,0.50328696,0.57009632,0.32258065,0.19354839,1.00000000,1.00000000,2.99224196,10.00000000
122,keep,4.64088052,,0.19726562,0.15776210,0.37500000,0.78125000,0.29296875,0.47077611,0.55525391,0.29032258,0.19354839,1.00000000,1.00000000,2.76078370,11.00000000
123,keep,2.81145219,,0.20312500,0.16481855,0.40625000,0.78125000,0.31738281,0.50108561,0.57630273,0.29032258,0.19354839,1.00000000,1.00000000,2.62994230,10.00000000
124,keep,5.21052601,,0.22656250,0.17641129,0.40625000,0.78125000,0.31738281,0.48929366,0.57230256,0.29032258,0.19354839,0.98275862,5.00000000,2.47298661,11.00000000
125,keep,1.85253457,,0.23242188,0.18094758,0.40625000,0.84375000,0.34277344,0.52195717,0.55923014,0.32258065,0.12903226,1.00000000,1.00000000,2.96361085,15.00000000
126,keep,2.04420246,,0.21777344,0.18699597,0.43750000,0.78125000,0.34179688,0.48849993,0.58267033,0.25806452,0.19354839,1.00000000,1.00000000,3.04141040,15.00000000
127,keep,1.78023585,,0.22949219,0.18346774,0.40625000,0.84375000,0.34277344,0.47947838,0.59011668,0.25806452,0.16129032,1.00000000,1.00000000,2.96542768,14.00000000
128,keep,3.04469423,,0.21484375,0.16885081,0.34375000,0.84375000,0.29003906,0.47991202,0.55381232,0.32258065,0.12903226,1.00000000,1.00000000,3.06534775,13.00000000
129,keep,2.39082041,,0.22460938,0.19102823,0.43750000,0.81250000,0.35546875,0.48106592,0.58316971,0.25806452,0.16129032,1.00000000,1.00000000,3.01196764,12.00000000
130,keep,9.78743795,,0.29199219,0.22076613,0.46875000,0.87500000,0.41015625,0.48710756,0.59175747,0.25806452,0.12903226,0.98996656,3.00000000,2.97228899,12.00000000
131,keep,2.32003293,,0.22656250,0.19002016,0.43750000,0.81250000,0.35546875,0.47677976,0.58175751,0.25806452,0.16129032,1.00000000,1.00000000,3.06087316,14.00000000
132,keep,6.56297613,,0.24414062,0.20816532,0.56250000,0.87500000,0.49218750,0.54180645,0.56838710,0.32258065,0.12903226,1.00000000,1.00000000,3.24429107,14.00000000
133,keep,2.83161317,,0.24218750,0.20866935,0.43750000,0.81250000,0.35546875,0.48439126,0.57739334,0.29032258,0.19354839,1.00000000,1.00000000,3.06427083,13.00000000
134,keep,6.98966337,,0.26074219,0.20010081,0.62500000,0.78125000,0.48828125,0.53908421,0.58149088,0.29032258,0.19354839,1.00000000,1.00000000,3.21906258,13.00000000
135,keep,2.30411547,,0.21484375,0.16129032,0.40625000,0.78125000,0.31738281,0.49442815,0.56539589,0.29032258,0.19354839,1.00000000,1.00000000,2.78789913,10.00000000
136,keep,6.07377433,,0.24707031,0.19506048,0.56250000,0.87500000,0.49218750,0.53984445,0.56521739,0.32258065,0.12903226,1.00000000,1.00000000,2.99014462,13.00000000
137,keep,2.39556534,,0.21875000,0.17389113,0.37500000,0.84375000,0.31640625,0.51339286,0.55270737,0.32258065,0.12903226,1.00000000,1.00000000,2.98233917,12.00000000
138,keep,3.18797881,,0.20312500,0.17389113,0.34375000,0.78125000,0.26855469,0.48867866,0.57955955,0.32258065,0.19354839,1.00000000,1.00000000,2.99987920,11.00000000
139,keep,1.91969888,,0.21093750,0.17389113,0.40625000,0.78125000,0.31738281,0.48551374,0.56690562,0.29032258,0.19354839,1.00000000,1.00000000,2.98902359,12.00000000
140,keep,2.62551114,,0.24609375,0.19657258,0.43750000,0.87500000,0.38281250,0.48975934,0.57117256,0.29032258,0.12903226,1.00000000,1.00000000,3.00478576,12.00000000
141,keep,3.27630357,,0.23535156,0.18195565,0.50000000,0.84375000,0.42187500,0.51318431,0.54878865,0.29032258,0.12903226,1.00000000,1.00000000,2.92751760,13.00000000
142,review,13.12205405,,0.30566406,0.24395161,0.78125000,0.81250000,0.63476562,0.48995156,0.58837473,0.09677419,0.19354839,1.00000000,1.00000000,3.20136103,12.00000000
143,keep,5.12029018,,0.23730469,0.19707661,0.56250000,0.81250000,0.45703125,0.44152396,0.57891942,0.12903226,0.19354839,1.00000000,1.00000000,3.27673985,12.00000000
144,keep,2.06290453,,0.22460938,0.17691532,0.37500000,0.84375000,0.31640625,0.46563815,0.55371669,0.29032258,0.12903226,1.00000000,1.00000000,2.92557400,13.00000000
145,keep,4.79711724,,0.19628906,0.15372984,0.37500000,0.75000000,0.28125000,0.50312951,0.55625100,0.32258065,0.19354839,1.00000000,1.00000000,3.04824511,13.00000000
146,keep,4.61786253,,0.26171875,0.21118952,0.46875000,0.81250000,0.38085938,0.48784304,0.58798748,0.25806452,0.19354839,1.00000000,1.00000000,2.99064431,12.00000000
147,keep,4.04483151,,0.19824219,0.17641129,0.37500000,0.78125000,0.29296875,0.48212299,0.57222311,0.29032258,0.19354839,0.99507389,2.00000000,3.22243781,13.00000000
148,keep,2.65730877,,0.20898438,0.16834677,0.37500000,0.78125000,0.29296875,0.48387097,0.57160084,0.29032258,0.19354839,1.00000000,1.00000000,3.39303626,14.00000000
149,keep,2.09552097,,0.20898438,0.18195565,0.37500000,0.78125000,0.29296875,0.48447392,0.56933976,0.29032258,0.19354839,1.00000000,1.00000000,3.17285491,11.00000000
150,keep,2.12410875,,0.20214844,0.18296371,0.40625000,0.78125000,0.31738281,0.50288297,0.57487923,0.29032258,0.19354839,1.00000000,1.00000000,2.78295168,10.00000000
151,keep,4.25738233,,0.21386719,0.15372984,0.37500000,0.75000000,0.28125000,0.51539255,0.58742083,0.35483871,0.22580645,1.00000000,1.00000000,2.91031145,11.00000000
152,keep,7.17685919,,0.21093750,0.16985887,0.40625000,0.81250000,0.33007812,0.48028674,0.55152330,0.32258065,0.16129032,0.98148148,3.00000000,2.82496276,13.00000000
153,keep,3.10948834,,0.21972656,0.15927419,0.43750000,0.75000000,0.32812500,0.50910394,0.58982079,0.32258065,0.22580645,1.00000000,1.00000000,2.59325506,10.00000000
