generated_index,hash,matched_split,matched_dataset_indices,num_dataset_matches
127,05a1769e0d567d63267d3b8bd58a24cef6e1b7ce,train,22877,1
128,52fde8da1bda88eb92418973d66cb30f25ea280d,train,65213,1
129,c2b196aefbb6401f2ca016e075545e1f78c3c36d,train,7285,1
130,ec7efbfff73dcb4a65f1203d9132d12c10ca7783,train,82003,1
133,11398cad6b4657847499de80039e8cf03c356f8e,train,73493,1
137,f44e67cc6695354deb5304c70f4d1d30112f30f7,train,57057,1
138,5fed0882b0fafeed090468b78d5fe6e049df9b0d,train,67220 67222,2
140,62a3bcfa0aa2513fbbbdc65a7eb993734d533b0f,train,45208,1
141,83c391a02ceb31ffefc7a3d93d58174dede1dfa1,train,64579,1
142,899b48e2f6ac22ff53bc97746cb2cb89a513dca5,train,67605,1
143,4e78df6dc8f7101b74c0484cc604a5545d4789cb,train,56168 56175,2
145,6debcd2ed75fd96009031d3553bdec2fa538e4df,train,19983,1
146,8bba7c605f38538560b4a88e0dad087669eaf500,train,34160,1
147,552dba869ed23590a72ea1d06cc980c6af9bf1d7,train,92020 92022,2
148,7129c5ad295a823b40ae00e41c4541e2b191bc76,train,81976 81983,2
151,48ab9bb92e72526233996891ed29bd7dc4820a40,train,75052 75054,2
152,dbb47be00de8ded076ffc0eca70ee930891ff67f,train,7398,1
153,17a45c3c081c88e011700a789e11cd2d581c12a4,train,82746,1
154,0b562f629b1bf4a35fb72b49d7e1d9659bfeb8c3,train,76936 86272 86279,3
155,f1f6f0a676c2eb10e9f19b56dee280e0b2ee0fa2,train,71689,1
157,ddaebb27626f718ac2a3e224cd298f11bf90bf19,train,35650,1
158,053fdde74177f633a7756ee40f94dd3f2456aff2,train,51184 51191,2
160,4855d9dd9b09d4df54e9d6d808da87af45a8318a,train,52117,1
161,58427244fdcae64d6d817754309390ef68b6a560,train,10204 10206,2
163,802f186ce37a19bd6e9ade3b4a048f2b7da053be,train,49128,1
164,c933b0cba010c695a4a3428b86a97609a318cc06,train,44537,1
166,16bf24e4c919443f975b8be0bd97bc42d43919fd,train,90272,1
167,454a89de39217086888f2296360c7bf736dce20d,train,15872,1
169,38a6d54e98d7a32ec5c1001bbd19a899990c104b,train,80468,1
170,72a00860f63e4198bd58a5a9321b4655a613e368,train,6388 6390,2
172,7f540ed47f44d9dcce411be77775e4912fe49d19,train,87435,1
174,bb87b6e7a0f6e28fc1aee6d4fb3185bafb526f6e,train,51737,1
176,177e058f31387c21eb1d53500b12b1c08edc7dc5,train,73467,1
177,f209502a287d81b6186163a225305784fc8589ff,train,59675,1
178,48395a847de4e7167f88d46378b82d49040254c7,train,86776 86783,2
179,9e4b97480eb2d20345c078a769760343f1fec47a,train,48906,1
180,c842b1a1320e165a48837837ded50b84e7381ff7,train,10874,1
182,220a2b349e242feee2378b06de02c4adbb5c2feb,train,12299,1
183,c5db08f08b338a917217ea42474255f90d6e0481,train,51047,1
184,cf0c4e51f7ccc4e06cab1215c4e4013c055249dc,train,52052 52054,2
185,3e14009569fb6106e7710eb90e07ed7d1c54d0d5,train,28436 28438,2
186,af2ffdbfd1e1a1f97273f81fd5949d86fc6206df,train,83338,1
187,23008d0671cc4de3be693d93fc124b86a1b6594e,train,22765,1
188,9fad154ac60e3e13e5f9f0c2c533786bd4d14d41,train,50199,1
189,d55d73167fc9ac18d9a886d408fa59a0e76ed7f5,train,30712,1
190,9959430bf5a88fb3fb545bffae63460c4b22ea2c,train,64400,1
191,1d6c3a56009299d27fe232f1966e77907df59b37,train,44608 44615,2
192,a2a129c70ddae6f108ec02f5b490e29802cfab63,train,74104 74111 87496,3
194,9c699f096bc27ed79a5d749a398798a094a949eb,train,21995,1
195,37473f9a63e53535c706d3dd56436cc9a5ff0cab,train,21489,1
197,a270367551e1ea42c107cc34f3e6c6b0615eb9c1,train,91188 91190,2
198,48b9d1b66f692e2c3753881df9620cd07a3fb59b,train,53795,1
199,471021b28a87eea8a78057048b18b900ba743427,train,73284,1
200,6f28279c5966f33ae0ab5abcbdb61d3e1f844598,train,45699,1
201,cc677780c13626d3e5374b535bed64e69f9c4ff0,train,73049,1
202,3b82a598112fb190329c15254e3cf01d559add8a,train,33513,1
204,f17dec5a2ac7d4f10ff40d1fb38332040aa8da21,train,89480 89487,2
205,e204598533077cc836c93ee3b3418a9290cce054,train,86986,1
210,125a0f6b2ffdb1710bf5312a7863d3895ed6dff6,train,31731,1
211,c2324e1d84ff38aeff2781bf7527b1d0f162de88,train,72040 72047,2
212,13a83061e566798121259dc3d6fce128d4832248,train,2584 2591,2
213,02a8240554ce8e43d3cada38f1cbd231d1fcf334,train,15488 15495 66992,3
214,90e47c6d56c8d5fc15e4e983cbf824b6bdc16155,train,36873,1
215,bacd65cdddb3a42dc3741c908523d79d1fcfcf2f,train,58524 58526,2
216,682a56182c08e023c12f4b9d784e82d3edcafea3,train,47672 47679,2
217,aaf8c1d7d73bf38068657eccc91ebb79e7acd574,train,22728,1
218,0ea697620ce63850a63c28d8296c611ed6f79847,train,36445,1
219,2fa8a607d63b2fecf3fb57780ed017a48eaf762f,train,39896,1
221,353e79dc424728961d804e88c96ce57478dbb3f1,train,22992 22999,2
223,7c79081ece9b83c08af35da0e0dcd8d0729b6713,train,89347,1
224,007a27783696640398b18bc6584ec346920bb5a2,train,12608 12615 67168,3
225,ba5db96432e1aaddb678cec41506abc575eed1cf,train,32816,1
226,0ca6df176b7e3ea3da78f38d458a92bdf2a9d802,train,9365,1
